ensembl	f65571bf-793a-43d5-93aa-c85bac4dca56.htseq.counts	0b3957f2-b010-44ef-8376-455427a5e158.htseq.counts	01ddf9de-8532-4a68-af48-fec5bed7e78d.htseq.counts	254023bc-c2bd-4d26-8f62-b18e2906037d.htseq.counts	4a7fa98b-c6cb-48a9-909e-41a7efde10b2.htseq.counts	14aa3bdb-5c34-4fb4-91b8-876faf41674d.htseq.counts	cb26f33d-b1b7-411a-9f21-7e3ea98694d9.htseq.counts	9a2b0bc5-8882-4aba-ac8a-51b1484b66ea.htseq.counts	fd700b77-843b-49a6-800d-545b5f2bab90.htseq.counts	f10cc48c-4566-41fd-8dbf-66393ee09d70.htseq.counts
ENSG00000199523	0	1	0	0	0	0	0	1	0	0
ENSG00000199525	0	0	0	0	0	0	0	0	0	0
ENSG00000199529	0	0	0	0	0	0	0	0	0	0
ENSG00000199530	0	1	0	0	0	0	0	2	0	0
ENSG00000199535	0	0	0	0	0	0	0	1	0	0
ENSG00000199536	0	0	0	0	1	0	0	2	2	0
ENSG00000199540	0	0	1	0	0	0	0	0	0	0
ENSG00000199545	0	1	2	1	0	0	0	0	1	2
ENSG00000199546	0	0	0	0	0	0	0	0	0	0
ENSG00000199550	2	2	5	4	1	1	4	3	1	4
ENSG00000199551	0	0	0	0	0	0	0	0	0	0
ENSG00000199552	0	0	0	0	0	0	0	0	0	0
ENSG00000199556	0	0	0	0	0	0	0	0	0	0
ENSG00000199562	2	0	0	2	1	0	0	0	0	2
ENSG00000199564	0	0	0	0	0	0	0	1	0	0
ENSG00000199565	0	0	0	0	0	0	0	0	0	0
ENSG00000199566	0	0	0	0	0	0	0	0	1	0
ENSG00000199567	0	0	0	0	0	0	0	0	1	0
ENSG00000199568	1	2	0	1	7	0	0	4	1	6
ENSG00000199570	1	0	1	0	0	0	0	0	0	0
ENSG00000199571	0	0	0	0	0	0	0	0	0	0
ENSG00000199572	1	0	0	3	0	0	0	7	0	11
ENSG00000199574	0	0	0	0	0	0	0	0	0	0
ENSG00000199575	0	5	0	0	9	0	3	1	0	9
ENSG00000199577	0	0	0	0	0	0	0	0	0	0
ENSG00000199580	0	0	0	0	0	0	0	1	0	1
ENSG00000199584	0	0	0	0	0	0	0	0	0	0
ENSG00000199585	0	0	0	0	0	0	0	0	0	0
ENSG00000199591	0	1	0	0	0	0	0	0	0	0
ENSG00000199592	0	0	0	0	0	0	0	0	0	0
ENSG00000199593	0	0	1	1	11	2	0	0	0	4
ENSG00000199594	2	2	0	0	0	0	0	0	0	1
ENSG00000199595	0	1	0	0	0	0	0	0	0	0
ENSG00000199598	0	0	0	0	0	0	0	0	0	0
ENSG00000199601	0	0	0	0	0	0	0	0	0	0
ENSG00000199603	0	0	2	0	0	0	0	0	0	1
ENSG00000199605	0	0	0	0	0	0	0	0	0	0
ENSG00000199609	0	0	1	1	0	0	0	0	0	0
ENSG00000199620	0	0	0	0	0	0	0	0	0	0
ENSG00000199622	0	0	1	0	0	0	0	0	0	0
ENSG00000199626	0	0	0	0	0	0	0	0	0	0
ENSG00000199627	0	0	1	1	0	0	1	0	0	0
ENSG00000199629	0	0	0	0	0	0	0	0	0	0
ENSG00000199630	0	0	0	0	2	0	0	0	1	0
ENSG00000199631	0	0	0	0	0	0	0	0	0	0
ENSG00000199633	0	0	0	0	0	0	0	1	0	0
ENSG00000199634	0	0	0	0	0	0	0	0	0	0
ENSG00000199635	0	0	0	0	0	0	0	0	0	0
ENSG00000199636	0	0	0	0	0	0	0	0	0	0
ENSG00000199638	0	0	0	0	0	0	0	0	0	0
ENSG00000199640	0	0	0	0	0	0	0	0	0	0
ENSG00000199643	0	0	0	1	0	0	0	0	0	0
ENSG00000199645	0	0	0	0	0	0	0	0	0	0
ENSG00000199646	0	1	3	0	0	0	0	0	0	0
ENSG00000199652	0	2	0	1	0	0	0	0	0	0
ENSG00000199664	0	1	0	0	0	0	0	1	1	0
ENSG00000199666	0	0	0	0	0	0	0	0	0	0
ENSG00000199667	0	0	0	0	1	1	0	0	0	0
ENSG00000199668	0	0	0	0	0	0	0	0	0	0
ENSG00000199672	0	1	0	0	0	1	0	1	0	0
ENSG00000199673	0	0	0	0	0	0	0	0	0	0
ENSG00000199674	0	0	0	0	0	0	0	0	0	0
ENSG00000199676	1	1	0	0	0	0	0	0	1	0
ENSG00000199677	0	0	0	0	0	0	0	0	0	0
ENSG00000199683	1	0	0	0	0	0	0	0	1	3
ENSG00000199687	0	1	0	1	0	0	0	0	1	0
ENSG00000199691	1	4	1	2	1	2	2	4	1	3
ENSG00000199695	0	0	0	0	0	0	1	0	0	0
ENSG00000199697	1	0	3	1	2	0	0	1	0	0
ENSG00000199698	0	0	0	0	0	0	0	0	0	0
ENSG00000199700	0	0	0	0	0	0	0	0	0	0
ENSG00000199701	0	0	0	0	0	0	0	0	0	0
ENSG00000199702	0	0	0	0	0	0	0	0	0	0
ENSG00000199704	0	0	0	0	0	0	0	0	0	0
ENSG00000199705	0	0	0	0	0	0	0	0	0	0
ENSG00000199709	1	0	0	0	0	0	3	0	0	3
ENSG00000199710	0	0	0	0	0	0	0	0	0	0
ENSG00000199711	0	0	1	1	0	0	0	0	0	1
ENSG00000199712	0	0	0	0	0	0	0	0	0	0
ENSG00000199713	0	0	0	0	0	0	0	0	0	0
ENSG00000199715	0	0	0	0	0	1	0	0	0	0
ENSG00000199716	0	0	0	1	0	0	0	0	0	0
ENSG00000199719	0	1	8	0	1	1	1	2	1	1
ENSG00000199727	0	0	0	0	0	0	0	0	0	0
ENSG00000199728	0	0	0	0	0	0	0	0	0	0
ENSG00000199730	0	1	0	0	0	0	0	0	0	0
ENSG00000199731	1	1	1	0	0	0	0	0	0	0
ENSG00000199732	0	0	0	0	0	0	0	0	0	0
ENSG00000199733	0	0	0	0	0	0	0	0	0	0
ENSG00000199735	0	0	0	0	0	0	0	0	0	0
ENSG00000199739	0	0	0	0	0	0	0	0	0	0
ENSG00000199740	0	0	1	0	0	0	0	1	0	1
ENSG00000199744	0	0	0	0	0	0	0	0	0	0
ENSG00000199751	0	0	0	0	1	0	0	0	0	1
ENSG00000199753	74	28	90	150	26	43	31	86	63	29
ENSG00000199755	1	2	0	0	0	0	0	0	0	0
ENSG00000199756	0	0	0	0	0	0	0	0	0	0
ENSG00000199762	0	0	0	0	0	0	0	0	0	0
ENSG00000199764	0	0	0	0	0	0	0	0	0	0
ENSG00000199765	0	0	0	0	0	0	0	0	0	0
ENSG00000199767	0	0	0	0	0	0	0	0	0	0
ENSG00000199771	0	0	0	0	0	0	0	0	0	0
ENSG00000199773	0	0	0	0	0	0	0	0	0	0
ENSG00000199780	0	0	0	0	0	0	0	0	0	0
ENSG00000199781	0	0	0	0	0	0	1	0	0	0
ENSG00000199782	0	0	0	0	0	0	0	0	0	0
ENSG00000199783	0	0	1	0	0	0	0	0	1	0
ENSG00000199784	0	0	0	0	0	0	0	0	0	0
ENSG00000199785	0	0	0	0	0	0	0	0	0	0
ENSG00000199786	0	0	0	0	0	0	0	0	0	0
ENSG00000199787	0	0	1	0	1	2	0	0	0	0
ENSG00000199788	0	0	0	0	0	0	0	0	0	0
ENSG00000199790	0	0	0	0	0	0	0	0	0	0
ENSG00000199791	0	0	0	0	0	0	0	0	0	0
ENSG00000199792	0	0	0	0	0	0	0	0	0	0
ENSG00000199796	0	0	0	0	0	0	0	0	0	0
ENSG00000199797	0	0	1	0	0	0	0	0	0	0
ENSG00000199798	0	0	0	0	0	0	0	0	0	0
ENSG00000199801	0	0	0	0	0	0	0	0	0	0
ENSG00000199803	0	0	0	0	0	0	0	0	0	0
ENSG00000199804	11	3	11	17	6	18	9	8	7	5
ENSG00000199805	0	0	1	2	1	0	0	0	0	1
ENSG00000199806	0	0	1	0	2	0	0	0	0	1
ENSG00000199809	0	0	0	0	0	0	0	0	0	0
ENSG00000199812	0	0	0	0	0	0	0	0	0	0
ENSG00000199814	0	0	0	0	0	0	0	0	0	0
ENSG00000199815	0	0	0	0	0	0	0	0	0	0
ENSG00000199824	0	1	2	0	0	0	0	0	2	0
ENSG00000199827	0	0	0	0	0	0	0	0	0	0
ENSG00000199831	0	0	0	0	0	0	0	0	0	0
ENSG00000199832	0	0	0	0	0	0	0	0	0	0
ENSG00000199833	0	0	0	0	0	0	0	0	0	0
ENSG00000199836	0	1	0	0	0	3	1	3	0	0
ENSG00000199837	0	0	0	0	0	0	0	2	0	7
ENSG00000199839	0	0	0	0	0	0	0	0	0	0
ENSG00000199840	0	0	0	0	0	0	0	0	0	0
ENSG00000199843	0	0	0	0	0	0	0	0	0	0
ENSG00000199845	0	0	0	0	0	0	0	0	0	0
ENSG00000199846	0	0	3	0	2	0	1	4	1	1
ENSG00000199849	0	0	0	0	0	0	0	0	0	0
ENSG00000199851	0	0	0	0	0	0	0	0	4	0
ENSG00000199855	1	0	0	0	0	0	0	0	0	0
ENSG00000199856	1	0	0	0	0	0	0	0	0	0
ENSG00000199857	0	0	0	0	0	0	0	0	0	0
ENSG00000199858	0	0	0	0	0	0	0	0	0	0
ENSG00000199859	0	0	0	0	0	0	0	0	0	0
ENSG00000199862	0	0	0	0	0	0	0	0	0	0
ENSG00000199865	0	0	1	1	0	0	0	0	0	0
ENSG00000199866	0	0	0	0	0	0	0	0	1	0
ENSG00000199867	0	0	0	0	0	0	0	0	0	0
ENSG00000199870	0	0	0	0	0	0	0	0	0	0
ENSG00000199872	0	0	1	1	0	0	0	0	0	0
ENSG00000199874	2	0	0	0	0	2	0	0	0	0
ENSG00000199875	0	1	0	0	0	0	0	1	0	0
ENSG00000199878	0	0	0	0	0	0	0	0	0	0
ENSG00000199879	0	1	3	0	2	0	0	0	0	1
ENSG00000199880	0	0	0	0	0	0	1	0	0	1
ENSG00000199881	0	0	0	0	0	0	1	0	0	0
ENSG00000199883	0	0	0	0	0	0	0	0	0	0
ENSG00000199884	0	0	0	0	0	0	0	0	0	0
ENSG00000199885	0	0	0	0	0	0	0	0	0	0
ENSG00000199886	0	2	0	0	0	0	0	0	0	0
ENSG00000199890	0	0	0	0	0	1	2	0	1	0
ENSG00000199892	0	0	0	0	0	0	0	0	0	0
ENSG00000199894	0	0	0	0	0	0	0	0	0	0
ENSG00000199895	0	0	0	0	0	0	0	0	0	0
ENSG00000199899	0	1	0	2	0	0	0	0	2	0
ENSG00000199900	0	0	0	0	0	0	0	0	0	0
ENSG00000199901	0	0	0	0	0	0	0	0	0	0
ENSG00000199903	0	0	0	0	0	0	0	0	0	0
ENSG00000199905	0	0	0	0	0	0	0	0	0	0
ENSG00000199906	10	20	15	25	15	27	13	16	8	8
ENSG00000199910	0	0	0	0	0	0	0	0	0	0
ENSG00000199911	0	0	0	0	0	0	0	0	0	0
ENSG00000199912	0	0	0	0	0	0	0	0	0	0
ENSG00000199913	0	0	0	0	0	0	0	0	0	0
ENSG00000199914	0	0	0	0	1	0	0	0	0	0
ENSG00000199920	0	0	0	0	0	0	0	0	0	0
ENSG00000199921	0	0	0	0	0	0	0	0	0	0
ENSG00000199924	0	0	0	0	0	0	0	0	0	0
ENSG00000199927	0	0	0	0	0	0	0	1	0	0
ENSG00000199929	0	0	0	0	0	0	0	0	0	0
ENSG00000199932	0	0	0	0	0	0	0	0	0	0
ENSG00000199933	1	0	0	5	1	0	1	2	0	2
ENSG00000199934	0	0	0	0	1	0	0	0	0	0
ENSG00000199936	0	0	0	0	0	0	0	0	0	0
ENSG00000199938	0	0	0	0	0	0	0	0	0	0
ENSG00000199940	0	0	1	0	0	2	2	0	0	0
ENSG00000199942	0	0	0	0	1	0	0	1	0	0
ENSG00000199944	1	0	1	1	4	0	0	0	0	0
ENSG00000199949	0	0	0	0	0	0	0	0	0	0
ENSG00000199953	0	0	0	0	0	0	0	0	0	0
ENSG00000199959	0	0	3	0	0	0	0	2	0	0
ENSG00000199960	0	0	0	0	0	0	0	0	0	0
ENSG00000199961	3	6	2	2	0	11	4	1	1	2
ENSG00000199962	0	0	0	0	0	0	0	0	0	0
ENSG00000199963	1	0	0	0	0	0	0	0	0	1
ENSG00000199964	0	0	0	0	0	0	0	0	0	0
ENSG00000199968	0	0	0	0	0	0	0	0	0	0
ENSG00000199970	0	0	0	0	0	0	0	0	0	0
ENSG00000199971	0	0	0	0	0	0	0	1	0	0
ENSG00000199975	0	0	1	0	0	0	0	0	0	0
ENSG00000199977	0	0	1	0	0	0	2	1	0	0
ENSG00000199979	0	0	0	0	0	0	0	0	0	0
ENSG00000199985	0	0	0	0	0	0	0	0	0	0
ENSG00000199986	0	0	0	0	0	0	0	0	0	0
ENSG00000199990	0	0	0	1	0	0	0	0	1	0
ENSG00000199994	0	0	0	0	0	0	0	0	0	0
ENSG00000200003	0	0	0	0	1	0	0	1	0	0
ENSG00000200008	0	0	0	0	0	0	0	0	0	0
ENSG00000200011	0	0	0	0	0	0	0	0	0	0
ENSG00000200013	1	0	2	0	1	1	1	3	2	0
ENSG00000200021	0	0	0	0	0	0	0	0	0	0
ENSG00000200024	0	0	0	0	0	0	0	0	0	0
ENSG00000200026	0	0	0	0	0	0	0	0	1	0
ENSG00000200028	0	0	0	0	0	0	0	0	0	0
ENSG00000200029	0	0	0	0	0	0	0	0	0	0
ENSG00000200033	64	1	1	9	0	0	1	0	13	1
ENSG00000200034	0	0	0	0	0	0	0	0	0	0
ENSG00000200036	0	0	0	0	1	0	0	0	0	0
ENSG00000200037	0	0	0	0	0	0	0	0	0	0
ENSG00000200040	0	0	0	0	0	0	0	0	0	0
ENSG00000200041	0	0	0	0	0	2	0	0	0	0
ENSG00000200047	0	0	0	0	0	0	0	0	0	0
ENSG00000200048	0	0	0	0	0	0	0	0	0	0
ENSG00000200049	0	0	0	0	0	0	0	0	0	0
ENSG00000200051	0	0	0	0	0	0	0	0	0	0
ENSG00000200052	0	0	0	0	0	0	0	0	0	0
ENSG00000200057	0	0	0	0	0	0	0	0	0	0
ENSG00000200058	0	0	0	0	0	0	0	0	0	0
ENSG00000200059	0	0	5	0	3	0	0	0	1	0
ENSG00000200060	0	0	0	0	0	0	0	0	0	0
ENSG00000200062	0	0	0	0	0	0	0	0	0	0
ENSG00000200063	0	0	0	0	0	0	0	0	0	0
ENSG00000200064	0	0	0	0	0	0	0	0	0	0
ENSG00000200065	0	0	0	0	0	0	0	0	0	0
ENSG00000200070	0	0	1	0	0	0	1	1	0	0
ENSG00000200072	0	0	1	0	0	0	0	0	0	0
ENSG00000200075	0	0	1	0	0	0	0	0	0	0
ENSG00000200079	0	0	0	0	0	0	0	0	0	0
ENSG00000200084	0	0	0	0	0	0	0	0	0	0
ENSG00000200085	0	0	0	0	0	2	0	0	0	0
ENSG00000200086	0	0	0	1	0	0	0	1	0	0
ENSG00000200087	18	25	6	9	4	7	6	10	10	62
ENSG00000200089	0	0	0	0	1	0	0	0	0	0
ENSG00000200090	10	9	13	0	18	11	8	14	9	3
ENSG00000200091	0	1	1	0	0	0	0	0	0	1
ENSG00000200095	3	0	4	1	3	4	0	1	1	0
ENSG00000200097	0	0	0	0	0	0	0	0	1	0
ENSG00000200101	0	0	0	0	0	0	0	0	0	0
ENSG00000200102	1	0	0	0	0	0	0	0	0	0
ENSG00000200105	0	0	0	0	0	0	0	0	0	0
ENSG00000200106	0	0	0	0	0	0	0	0	0	0
ENSG00000200107	0	0	0	0	0	0	0	0	0	0
ENSG00000200108	0	0	0	0	0	0	0	0	0	0
ENSG00000200112	0	0	0	0	0	0	0	0	0	0
ENSG00000200113	0	0	0	0	0	0	1	0	0	0
ENSG00000200114	1	0	0	0	0	0	0	0	0	0
ENSG00000200118	0	0	0	0	0	0	0	1	0	0
ENSG00000200120	0	1	2	0	1	0	1	0	0	1
ENSG00000200121	0	0	0	0	0	0	0	0	0	0
ENSG00000200130	0	0	0	0	0	0	0	0	0	1
ENSG00000200131	0	0	0	0	0	1	0	0	0	0
ENSG00000200132	0	0	0	0	0	0	0	0	0	0
ENSG00000200135	0	0	0	1	1	2	0	1	1	0
ENSG00000200138	0	1	0	0	0	0	0	0	0	0
ENSG00000200139	0	0	0	0	0	0	0	0	0	0
ENSG00000200142	0	0	0	0	1	0	0	0	0	0
ENSG00000200146	0	0	0	0	0	0	0	0	0	0
ENSG00000200150	0	0	0	0	4	0	0	0	0	0
ENSG00000200151	0	0	0	0	0	0	0	0	0	0
ENSG00000200152	0	1	1	0	1	2	0	0	1	1
ENSG00000200153	0	0	0	0	0	0	0	0	0	0
ENSG00000200156	7	2	0	0	0	0	0	0	1	5
ENSG00000200161	0	0	0	0	0	0	0	0	0	0
ENSG00000200162	0	0	0	0	0	0	0	0	0	0
ENSG00000200163	0	0	0	0	0	0	0	0	0	0
ENSG00000200164	0	1	2	1	0	0	0	0	4	1
ENSG00000200168	0	0	0	0	0	0	0	0	0	0
ENSG00000200169	1	2	0	0	2	0	0	0	0	0
ENSG00000200170	5	2	7	7	4	4	1	4	7	1
ENSG00000200171	0	0	0	0	0	0	0	0	0	0
ENSG00000200174	0	0	0	0	0	0	0	0	0	0
ENSG00000200175	0	0	0	0	1	0	0	0	0	0
ENSG00000200176	0	0	0	0	0	0	0	0	0	0
ENSG00000200179	0	0	0	0	0	0	0	0	0	0
ENSG00000200183	0	1	0	1	0	0	0	0	0	0
ENSG00000200184	0	0	0	0	0	0	0	0	0	0
ENSG00000200189	0	0	0	0	0	0	0	0	0	0
ENSG00000200191	0	0	0	0	0	0	0	0	0	0
ENSG00000200197	0	0	0	0	0	0	0	0	0	0
ENSG00000200198	0	0	0	0	0	0	0	0	0	0
ENSG00000200201	0	0	0	0	1	0	1	0	1	0
ENSG00000200204	2	1	0	0	0	0	1	0	0	0
ENSG00000200206	0	0	0	0	0	0	0	0	0	0
ENSG00000200208	0	0	0	0	0	0	0	0	0	0
ENSG00000200209	0	0	0	0	0	0	0	0	0	0
ENSG00000200211	0	0	0	0	0	0	0	0	0	0
ENSG00000200213	0	0	0	0	0	0	0	0	0	0
ENSG00000200215	0	0	0	0	0	0	0	0	0	0
ENSG00000200216	0	0	0	0	0	1	0	0	0	0
ENSG00000200217	0	0	0	0	0	0	0	0	0	0
ENSG00000200218	0	0	0	0	0	0	0	0	0	0
ENSG00000200220	0	0	1	0	0	0	0	0	0	0
ENSG00000200222	0	0	0	0	0	0	0	0	0	0
ENSG00000200224	0	0	0	0	0	0	0	0	0	0
ENSG00000200225	0	0	1	0	2	0	0	0	0	1
ENSG00000200227	0	0	0	0	0	0	0	0	0	0
ENSG00000200231	2	0	0	0	0	0	0	0	0	0
ENSG00000200235	0	0	0	0	0	1	5	2	0	0
ENSG00000200237	4	0	14	2	1	3	4	3	0	3
ENSG00000200238	0	0	0	0	0	0	0	0	0	0
ENSG00000200241	1	1	0	0	1	0	0	0	0	0
ENSG00000200243	0	0	0	0	0	0	0	0	0	0
ENSG00000200246	0	0	0	0	1	0	0	1	0	0
ENSG00000200247	0	0	1	0	0	0	0	0	0	0
ENSG00000200248	0	0	0	0	0	0	0	0	0	0
ENSG00000200250	0	0	0	0	1	0	0	0	0	0
ENSG00000200252	0	0	2	0	0	0	0	1	0	0
ENSG00000200253	21	23	45	19	32	33	24	23	7	3
ENSG00000200254	0	0	0	0	0	0	0	0	0	0
ENSG00000200256	0	0	1	0	0	0	0	0	0	0
ENSG00000200257	0	0	3	0	4	2	0	2	0	0
ENSG00000200259	0	0	0	0	0	0	0	0	0	0
ENSG00000200261	0	0	0	1	1	0	0	0	0	0
ENSG00000200262	0	0	0	0	0	0	0	0	0	0
ENSG00000200267	0	0	0	0	0	0	0	0	0	0
ENSG00000200269	0	0	0	0	0	0	0	0	0	0
ENSG00000200274	0	0	0	0	0	0	0	0	0	0
ENSG00000200275	0	0	0	0	0	0	0	0	0	0
ENSG00000200278	0	0	0	0	0	0	0	0	0	0
ENSG00000200279	0	0	3	2	11	1	1	5	3	5
ENSG00000200281	0	0	0	0	0	0	0	0	0	0
ENSG00000200283	0	0	0	0	0	0	0	0	0	0
ENSG00000200287	0	0	0	0	0	0	0	0	0	0
ENSG00000200288	0	0	0	0	0	0	0	0	0	0
ENSG00000200291	0	0	0	0	0	1	0	0	0	0
ENSG00000200293	0	0	0	0	0	0	0	0	0	0
ENSG00000200294	0	0	0	0	0	0	0	0	0	0
ENSG00000200295	0	0	0	0	1	0	0	0	0	0
ENSG00000200296	0	0	0	0	0	0	0	0	0	0
ENSG00000200298	0	0	0	0	0	0	0	0	0	0
ENSG00000200301	3	1	0	0	1	0	0	0	3	1
ENSG00000200303	0	0	0	0	0	0	0	0	0	0
ENSG00000200304	0	0	0	0	0	0	0	0	0	0
ENSG00000200305	0	0	0	0	0	0	0	0	0	0
ENSG00000200309	0	0	1	0	1	0	0	1	0	1
ENSG00000200310	0	0	0	0	0	0	0	0	0	0
ENSG00000200312	0	0	0	0	1	0	0	0	0	2
ENSG00000200313	0	0	0	0	0	0	0	0	0	0
ENSG00000200314	0	0	0	0	0	0	0	0	0	0
ENSG00000200318	0	0	0	0	1	0	0	0	0	1
ENSG00000200320	0	0	0	0	0	0	0	0	0	0
ENSG00000200325	0	0	0	0	1	0	0	0	0	0
ENSG00000200326	0	0	0	0	0	0	0	0	0	0
ENSG00000200327	0	0	0	0	0	0	0	0	0	0
ENSG00000200331	0	0	0	0	0	0	0	0	0	0
ENSG00000200332	0	0	0	0	0	0	0	0	0	0
ENSG00000200334	0	0	0	0	0	0	0	0	0	0
ENSG00000200336	0	0	0	0	0	0	0	0	0	1
ENSG00000200338	0	0	0	0	0	0	0	0	0	0
ENSG00000200340	0	0	0	0	0	0	0	0	0	0
ENSG00000200343	0	0	0	0	0	0	0	0	0	0
ENSG00000200344	3	0	1	3	2	4	1	2	3	2
ENSG00000200345	1	1	0	0	0	0	1	1	0	0
ENSG00000200350	0	0	0	0	1	2	0	0	0	0
ENSG00000200351	1	0	1	0	0	1	0	0	0	0
ENSG00000200354	0	0	0	0	1	0	0	0	0	2
ENSG00000200355	0	0	0	0	0	0	0	0	0	0
ENSG00000200356	0	1	12	1	1	6	1	5	2	3
ENSG00000200360	0	1	0	0	0	0	0	0	0	0
ENSG00000200361	1	2	3	1	0	1	1	7	1	1
ENSG00000200366	0	1	0	0	0	0	1	0	0	0
ENSG00000200367	0	0	0	0	0	0	0	0	0	1
ENSG00000200369	0	0	0	0	0	1	0	0	0	0
ENSG00000200370	0	0	0	0	0	0	0	0	0	0
ENSG00000200372	0	0	0	0	0	0	0	0	0	0
ENSG00000200376	4	0	1	0	1	1	0	0	0	1
ENSG00000200377	0	0	0	0	0	0	0	0	0	0
ENSG00000200378	2	1	0	0	1	3	1	3	0	1
ENSG00000200379	0	0	0	0	0	0	0	0	0	0
ENSG00000200381	0	0	0	0	0	0	0	0	0	0
ENSG00000200385	0	0	0	0	1	0	0	1	0	1
ENSG00000200388	0	0	0	0	0	0	0	0	0	0
ENSG00000200389	0	0	0	0	0	1	1	0	0	0
ENSG00000200390	0	0	0	0	0	0	0	0	0	0
ENSG00000200391	0	0	0	0	0	1	1	0	0	0
ENSG00000200393	1	0	0	0	1	0	0	0	0	0
ENSG00000200394	2	1	1	0	1	1	0	3	1	3
ENSG00000200397	1	0	1	0	0	0	0	0	0	0
ENSG00000200398	0	0	0	0	0	0	0	0	0	0
ENSG00000200403	5	1	3	0	5	0	3	0	1	1
ENSG00000200406	0	0	0	0	0	0	0	0	0	0
ENSG00000200407	0	0	0	0	0	0	0	0	0	0
ENSG00000200408	0	0	1	0	0	0	0	0	0	0
ENSG00000200411	0	0	0	0	0	0	0	0	0	0
ENSG00000200413	0	0	0	0	0	0	0	0	0	0
ENSG00000200418	0	0	0	0	0	0	0	0	0	0
ENSG00000200419	0	0	0	0	1	0	0	1	0	0
ENSG00000200421	0	0	0	0	0	0	0	0	0	0
ENSG00000200422	0	0	0	0	0	0	0	0	0	0
ENSG00000200424	0	0	0	0	0	0	0	0	0	0
ENSG00000200427	0	0	0	0	0	0	0	0	0	0
ENSG00000200428	0	1	0	0	7	2	1	1	0	0
ENSG00000200431	0	0	0	0	0	0	0	0	0	0
ENSG00000200432	0	0	0	0	0	0	0	0	0	0
ENSG00000200434	0	0	0	0	0	0	0	0	0	0
ENSG00000200436	0	0	0	0	0	0	0	0	0	0
ENSG00000200437	1	1	1	0	2	0	0	1	0	0
ENSG00000200443	0	0	0	0	0	0	0	0	0	0
ENSG00000200444	0	0	0	0	0	0	0	0	0	0
ENSG00000200446	0	0	3	0	0	0	0	0	0	0
ENSG00000200448	0	0	0	0	0	0	0	0	0	0
ENSG00000200455	0	0	0	0	0	0	0	0	0	0
ENSG00000200456	0	0	0	0	0	0	0	0	0	0
ENSG00000200462	1	0	1	0	0	0	0	0	0	0
ENSG00000200463	0	0	0	0	0	0	0	0	0	0
ENSG00000200468	0	0	0	0	0	0	0	0	0	0
ENSG00000200469	0	0	0	0	0	0	0	0	0	0
ENSG00000200471	0	0	0	0	0	0	0	0	0	0
ENSG00000200472	0	0	3	0	0	1	0	2	0	0
ENSG00000200473	1	2	0	0	0	0	0	1	0	1
ENSG00000200475	0	0	0	0	0	0	0	0	0	0
ENSG00000200478	0	0	0	0	0	0	0	0	0	0
ENSG00000200480	0	0	0	0	0	0	0	0	0	2
ENSG00000200483	0	1	5	0	0	3	1	0	0	0
ENSG00000200484	0	0	0	0	0	0	0	0	0	0
ENSG00000200485	0	0	0	0	0	1	0	0	0	0
ENSG00000200486	0	0	0	0	0	0	0	0	0	0
ENSG00000200487	0	0	0	0	0	0	0	0	0	0
ENSG00000200488	0	1	0	0	0	0	0	0	0	0
ENSG00000200492	0	0	0	0	0	0	0	0	0	1
ENSG00000200494	0	0	0	0	0	0	0	0	0	0
ENSG00000200495	0	0	0	0	0	0	1	1	0	0
ENSG00000200496	1	0	0	0	0	1	0	0	0	0
ENSG00000200502	2	2	1	1	1	4	1	4	3	2
ENSG00000200503	0	0	0	0	0	0	0	0	0	0
ENSG00000200506	0	0	0	0	0	0	0	0	0	0
ENSG00000200508	0	0	0	0	0	0	0	0	0	0
ENSG00000200516	0	0	0	2	0	0	1	0	0	0
ENSG00000200520	0	0	0	0	0	0	0	0	0	0
ENSG00000200521	0	0	0	0	0	0	0	0	0	0
ENSG00000200522	0	0	0	0	0	0	0	0	1	0
ENSG00000200525	1	4	0	0	2	0	1	0	2	0
ENSG00000200526	0	0	0	0	0	0	0	0	0	0
ENSG00000200527	0	0	0	0	0	0	0	0	0	0
ENSG00000200528	0	0	0	0	0	0	0	0	1	0
ENSG00000200530	0	0	0	0	0	0	0	0	0	0
ENSG00000200534	36	16	33	34	18	32	23	39	19	25
ENSG00000200536	0	0	0	0	0	0	0	0	0	0
ENSG00000200537	0	0	0	0	1	0	0	0	0	0
ENSG00000200538	0	0	0	0	0	0	0	0	0	0
ENSG00000200544	1	0	0	0	1	0	0	0	0	0
ENSG00000200545	0	0	0	0	0	0	0	0	0	0
ENSG00000200547	0	0	0	0	0	0	1	0	0	0
ENSG00000200550	2	4	8	3	9	2	0	7	1	4
ENSG00000200552	0	0	0	0	0	0	0	0	0	0
ENSG00000200553	0	0	0	0	0	0	0	0	0	0
ENSG00000200554	0	0	0	0	0	0	0	0	0	0
ENSG00000200555	0	0	0	0	0	0	0	0	0	0
ENSG00000200556	0	0	0	0	0	0	0	0	0	0
ENSG00000200558	0	0	0	0	0	0	0	0	0	0
ENSG00000200560	1	1	0	0	0	0	0	1	0	0
ENSG00000200563	0	0	0	0	0	0	0	0	0	0
ENSG00000200564	0	0	0	0	0	0	0	0	0	0
ENSG00000200566	0	0	0	0	0	0	0	0	0	0
ENSG00000200570	0	0	0	0	0	0	0	0	0	0
ENSG00000200571	0	0	0	0	0	0	0	0	0	0
ENSG00000200572	0	0	0	0	0	0	0	0	0	0
ENSG00000200575	0	0	0	0	0	0	0	0	0	0
