NAMES	DESCRIPTION	f65571bf-793a-43d5-93aa-c85bac4dca56.htseq.counts	0b3957f2-b010-44ef-8376-455427a5e158.htseq.counts	01ddf9de-8532-4a68-af48-fec5bed7e78d.htseq.counts	254023bc-c2bd-4d26-8f62-b18e2906037d.htseq.counts	4a7fa98b-c6cb-48a9-909e-41a7efde10b2.htseq.counts	14aa3bdb-5c34-4fb4-91b8-876faf41674d.htseq.counts	cb26f33d-b1b7-411a-9f21-7e3ea98694d9.htseq.counts	9a2b0bc5-8882-4aba-ac8a-51b1484b66ea.htseq.counts	fd700b77-843b-49a6-800d-545b5f2bab90.htseq.counts	f10cc48c-4566-41fd-8dbf-66393ee09d70.htseq.counts
DRC7		0.967563442	6.169746524	0.96639915	29.07688926	3.734721048	51.47432907	5.927171301	5.391254387	3.249344361	23.03222739
ACE		897.8988738	1074.417288	626.226649	1229.710108	761.8830937	456.5549187	767.5686835	2065.748973	2272.374823	255.657724
TEPP		0	3.525569443	0.96639915	9.692296419	69.46581149	144.3519228	2.963585651	68.28922224	14.08049223	0
UROC1		3.870253766	3.525569443	35.75676854	3.634611157	14.19193998	2.238014307	0	44.0285775	1.083114787	23.03222739
EFCAB14		7031.28353	12389.73241	7783.378751	5562.166607	4943.276779	7571.202402	8195.302186	4056.020384	5254.189832	5999.895234
SPON2		21752.76129	2578.072655	3062.518905	2078.997582	298.7776838	173.4461088	6331.206812	5167.51733	6343.803308	3784.194959
CHCHD6		511.8410606	609.0421212	436.8124156	1186.094774	472.0687404	764.2818859	359.5817256	307.3015001	1030.042163	868.3149724
CTBP1		7773.40469	7717.47151	10028.32398	13395.96519	8397.893748	8610.760047	7454.405773	7816.420319	12563.04842	9856.641709
LRRC36		33.86472046	4.406961803	46.38715918	25.4422781	11.95110735	55.95035768	9.878618835	17.07230556	25.99475489	40.30639792
TPPP3		658.9107037	5878.887045	975.096742	1576.209705	206.1566018	4195.157819	1743.576224	290.2291945	732.1855961	345.4834108
ZDHHC1		738.2509059	874.3412217	1870.948754	740.249139	1056.926057	1450.233271	531.4696933	996.4835192	835.0815009	566.5927937
ATP6V0D1		9979.449337	7330.540263	3412.355397	5769.339443	2966.8624	5783.02897	6651.274062	2901.393403	7428.00121	3902.81093
ZFYVE28		740.1860328	333.1663123	627.1930481	212.0189842	171.7971682	2152.969764	1337.56499	645.1534417	2134.819245	236.0803307
CARMIL2		34.8322839	78.4439201	65.71514217	50.8845562	268.1529712	186.8741947	119.5312879	228.2297691	617.3754287	152.0127007
C16orf86		124.815684	155.1250555	51.21915493	216.8651324	85.8985841	388.2954823	210.4145812	136.5784445	123.4750857	62.18701394
FAM131B		23.2215226	852.3064127	1355.858007	1702.209559	913.5127683	465.5069759	2069.570646	295.6204489	179.7970547	837.2214654
RGS12		2219.590535	3100.738325	4768.213404	2553.920106	3012.425997	2972.083	3518.764029	2937.335099	2545.31975	3331.611691
PSKH1		1970.926731	3231.184394	3197.814786	1882.728579	3789.994919	2932.91775	2702.790113	2349.68837	1593.261852	3981.120504
ZYX		9462.770459	11406.09854	10772.45132	30239.96483	12094.52064	13832.04743	22128.10619	9915.41536	14097.82207	12157.56123
ABR		6456.550846	14267.09814	7065.344183	10748.75673	4162.72008	10148.27588	9452.850364	4507.088668	5989.624773	2247.945393
LYPD5		59.98893338	179.8040416	48.31995748	72.69222314	131.4621809	152.1849729	95.8226027	131.1871901	122.3919709	134.7385302
CCDC117		368.6416712	124.2763228	153.6574648	32.71150041	320.4390659	42.52227184	69.15033185	119.5061389	79.06737946	123.2224165
ZNF230		477.9763401	245.0270763	326.6429126	255.634318	407.8315384	215.9683807	240.0504377	208.4618363	303.2721404	362.7575813
CCDC107		506.0356799	364.8964373	138.1950784	479.7686727	163.5807819	1003.749417	383.2904108	411.5324182	422.414767	169.2868713
ZNF222		274.7880174	125.1577152	188.4478342	135.6921499	112.0416314	179.0411446	131.3856305	128.4915629	134.3062336	252.2028899
NPR2		1409.739934	2030.727999	1800.401616	755.9991207	2953.417405	2610.643689	760.6536503	4728.130098	1834.796449	3103.59264
ZNF221		116.107613	24.6789861	66.68154132	16.96151873	42.57581994	33.57021461	61.24743678	48.52128948	34.65967319	71.39990489
ZNF233		38.70253766	21.15341666	41.55516343	49.67301915	13.44499577	41.40326468	31.61158027	77.27464622	20.57918096	34.54834108
ZNF235		144.1669528	209.7713818	205.8430189	95.71142713	218.1077092	279.7517884	269.6862942	158.143462	93.14787169	392.6994769
GNE		1787.089677	3157.147436	995.3911241	897.7489558	1814.327485	1338.332556	3348.851785	2836.69835	1927.944321	1676.746154
TNFRSF13C		56.11867961	29.96734026	314.0797236	54.51916735	535.5589982	80.56851506	19.75723767	166.2303436	154.8854146	737.0312763
ARHGAP35		8159.462503	8072.672631	6017.767505	3748.49564	8465.118727	12050.58804	6664.116266	3784.66058	6728.309058	6202.578835
PTGIR		47.41060864	346.3871977	234.8349934	98.13450124	109.8007988	104.0676653	98.78618835	151.8536652	313.0201735	202.683601
CALM3		15889.32684	11170.76678	10189.71263	14688.67522	27933.4726	19816.49768	15009.57346	12950.69158	10700.09098	16124.86239
DFFA		3504.514785	3035.51529	2179.230082	2696.881478	1883.793296	2370.057151	3135.473618	1849.200255	2340.611055	4598.384197
CCDC28B		492.4897918	185.0923957	613.66346	448.2687094	705.862278	434.1747756	511.7124557	332.4606872	498.2328021	1346.233691
IQCC		416.0522799	245.9084686	399.1228488	422.8264313	296.5368512	226.039445	194.6087911	150.9551228	197.1268913	355.8479131
TMEM234		582.4731918	499.7494685	225.1710019	1158.229422	162.0868935	728.473657	652.976705	156.3463772	488.484769	973.111607
BSDC1		5036.167713	9865.424692	4648.37991	8244.509641	2267.72262	6963.581517	6254.153585	2516.817256	3957.701432	5793.756799
ZBTB8A		1245.254149	250.3154304	827.2376721	187.7882431	914.2597125	384.9384609	594.6928539	625.3855089	525.3106718	1089.424355
ATAD3B		1195.908414	900.7829926	889.0872177	1949.363117	962.8110861	1193.980633	922.6629992	575.0671346	1762.227759	1524.733453
SSU72		6288.194807	8323.869454	3191.049992	9216.162357	3416.522814	7138.146633	5986.443014	2386.528609	7451.829736	7520.022241
UBE2J2		3609.011637	3479.73704	1890.276737	4978.205748	3592.054704	2925.0847	3015.94233	1471.812448	3721.582409	4258.658843
ZNF362		2078.326273	3405.700081	3250.966739	2412.170271	4779.695997	3495.778348	3460.480178	2125.052771	2048.170062	11549.51042
FNDC5		128.6859377	51.12075692	633.9578422	9.692296419	1840.470532	19.02312161	737.932827	417.822215	77.98426467	7733.070345
CPAMD8		105.4644151	47.59518747	16791.18522	190.2113172	6520.076005	220.4444093	106.6890834	4823.375592	378.0070607	1601.891415
NR2F6		2697.566875	1861.500666	1708.593697	1997.824599	3140.153457	1239.859926	983.910436	2131.342568	2352.525318	3192.266716
ANKLE1		137.3940087	36.13708679	288.9533457	58.15377851	179.2666103	70.49745068	50.38095606	104.2309182	72.56869074	418.034927
CCDC58		462.4953251	396.6265623	304.4157321	914.7104745	270.3938039	490.1251333	397.1204772	281.2437705	1331.148073	704.786158
VMA21		3673.838388	4253.599532	2014.942227	3495.284396	2080.986568	2891.514485	2116.988016	1458.334312	1949.606617	2337.77108
KALRN		2651.12383	326.9965658	1188.670954	648.172323	1343.005689	92.87759375	556.1662404	977.6141289	877.3229776	1894.400702
CILP2		28.05933981	45.83240275	4475.394462	4011.39918	14690.89871	33.57021461	90.88329328	7370.74329	128.8906597	361.6059699
FAM86C2P		47.41060864	98.71594439	270.5917619	381.6341715	242.0099239	317.7980316	185.7180341	211.1574635	77.98426467	179.6513736
ABCG1		745.02385	2788.725429	381.7276641	1897.267024	650.5884065	1757.960238	2525.962836	1311.871901	1253.163809	794.6118448
TFF3		341.5498949	26.44177082	391.3916556	2.423074105	5.228609467	7.833050075	59.27171301	45.82566229	75.8180351	168.1352599
TFF2		0	0.881392361	42.52156258	0	0.74694421	0	0	0	0	124.3740279
TFF1		0	0.881392361	47.35355833	0	0	0	0	0	1.083114787	0
TMPRSS3		6.772944091	4.406961803	43.48796173	1.211537052	16.43277261	13.42808584	17.7815139	35.04315352	152.719185	54.12573435
UBASH3A		14.51345162	68.74860413	10.63039065	15.74998168	8.216386305	130.923837	141.2642493	53.91254387	319.5188622	34.54834108
RSPH1		0.967563442	27.32316318	19.32798299	78.7499084	144.1602324	48.11730761	11.8543426	44.0285775	6.498688723	76.00635037
SLC37A1		53.21598929	1129.063614	548.914717	737.8260649	909.031103	1042.914667	426.7563337	956.0491113	428.9134557	3145.050649
PDE9A		45.47548175	1275.374746	872.6584321	1090.383347	1366.160959	464.3879688	198.5602386	1222.017661	136.4724632	1888.642646
WDR4		1073.99542	424.8311178	258.0285729	402.2303014	698.3928359	361.4393106	417.8655767	532.8356419	1216.337906	1495.943169
NDUFV3		3017.830374	2233.448242	1662.206537	3180.284762	2258.75929	2490.909924	1618.117765	2264.326843	2334.112366	2180.000322
PKNOX1		1999.953634	1166.082093	1011.81991	872.3066777	2309.551496	1299.167305	1243.718111	1674.88303	1497.947751	1887.491034
CBS		54.18355273	93.42759023	87.94232262	38.76918567	85.15163989	23.49915023	21.73296144	53.91254387	157.0516441	5.758056846
U2AF1		39.67010111	2.644177082	82.14392772	29.07688926	5.975553676	152.1849729	61.24743678	86.2600702	103.9790196	150.8610894
HSF2BP		7.740507533	14.10227777	58.95034813	18.17305578	106.813022	22.38014307	32.59944216	80.86881581	33.5765584	348.9382449
RRP1B		3279.072504	2931.510991	2107.716545	1711.901855	5097.89423	2159.683807	2185.150486	3123.333375	3877.550938	11060.07559
PDXK		7444.43312	6719.735357	6885.593941	9784.373235	6623.90125	6416.387019	5126.015314	8816.498008	9985.235223	7807.925084
G6PD		2947.198243	4947.25532	1284.34447	11009.23719	1699.298077	3599.846013	3526.666924	1323.552952	1803.386121	2092.477858
CSTB		6546.534246	3071.652377	3257.731533	7756.260209	3651.063296	7002.746767	5197.141369	5429.89171	6381.712326	11079.65298
RRP1		2878.501239	1832.414718	1223.461323	3026.419557	2459.687282	1788.173432	1249.645283	2480.875561	3254.759935	5913.524381
AGPAT3		1837.402976	6617.493844	2437.258655	5642.128053	4697.532134	6574.167028	4472.050747	4714.651962	7744.270728	5492.03462
TRAPPC10		1828.694905	1735.461558	760.5561308	255.634318	1140.583808	1279.025177	1607.251285	992.8893496	2498.745814	2349.287193
GAB3		247.696241	1014.482607	519.9227425	829.9028808	1809.098876	895.2057229	920.6872755	1576.941908	416.9991931	836.0698541
GATD3A		11.6107613	114.5810069	190.3806325	10.90383347	37.34721048	4.476028615	243.0140233	17.07230556	8.664918297	18.42578191
ICOSLG		30.96203013	17.62784721	12.56318895	12.11537052	8.216386305	21.26113592	69.15033185	19.76793275	5.415573936	12.66772506
AIRE		1.935126883	1.762784721	1.932798299	10.90383347	8.963330515	2.238014307	1.975723767	14.37667837	2.166229574	13.81933643
CFAP410		807.9154737	1969.911926	1130.687005	2151.689805	1678.383639	2810.94597	870.3063194	1756.650388	779.8426467	1986.529612
ZNF66		55.15111617	22.91620138	57.01754983	9.692296419	11.95110735	41.40326468	26.67227086	41.3329503	17.32983659	115.1611369
LRRC3		224.4747184	49.3579722	761.5225299	185.365169	1480.443423	1412.187028	130.3977686	1632.651537	1517.443817	2132.784256
ITGB2		3861.545695	15572.44023	967.3655488	24042.9528	876.1655578	25385.79629	18116.39908	2601.280242	9298.540448	1217.253217
FAM207A		634.7216177	432.7636491	272.5245602	1077.05644	688.6825612	879.5396228	396.1326153	719.7324607	1171.9302	1878.278143
RALGDS		2416.005914	5420.563018	5995.540324	6737.357548	2904.119087	3049.294494	4601.460653	4515.175549	3437.806334	5477.063672
FTCD		14.51345162	5.288354164	100.5055116	3.634611157	36.60026627	10.07106438	1.975723767	9.883966377	92.06475691	143.9514212
SPATC1L		628.916237	390.4568158	408.7868403	261.6920033	723.0419948	624.4059917	558.1419642	15.27522076	1214.171676	3559.630742
LSS		2615.323983	2207.006471	2421.796269	1211.537052	3042.303765	4702.06806	1518.343715	3206.897818	5321.342949	5823.698694
VAV2		3818.00534	2964.122509	2262.340409	8306.298031	2084.721289	2691.212204	3453.565145	2920.262793	4612.985878	872.9214179
MCM3AP		4328.878838	4454.556991	4176.777125	2534.535513	5270.438343	4571.144223	3890.200097	5861.192061	5770.835586	4400.307042
C21orf58		413.1495896	61.69746524	466.7707893	247.1535587	1207.061843	249.5385953	139.2885256	495.9954036	310.8539439	359.3027472
PCNT		4378.224573	1868.551805	1529.809854	999.5180682	2302.082054	2627.428797	1841.374551	2286.790403	6349.218882	2067.142408
DIP2A		2521.470329	2370.94545	2649.866468	1043.133402	3085.62653	2973.202007	2197.004829	2399.108202	2995.895501	1011.114782
S100B		11.6107613	168159.9671	653.2858251	72486.26184	97.84969145	50473.93667	86621.65712	256.9831258	290.274763	544.7121777
PRMT2		6209.822168	7141.922298	3906.185363	5277.4554	4915.639843	13106.93079	6441.847343	5876.467282	4150.495864	1966.952219
CLDND2		69.66456779	14.98367013	32.85757109	39.98072273	29.13082417	58.18837199	25.68440897	14.37667837	66.07000202	23.03222739
ZNF208		24.18908604	3.525569443	3.865596598	1.211537052	4.481665257	86.16355083	18.76937579	7.188339183	4.332459149	71.39990489
ADAMTS13		121.9129936	118.1065763	936.440776	543.9801365	164.3277261	258.4906525	382.3025489	756.572699	107.2283639	502.102557
CACFD1		917.2501426	723.6231281	1647.71055	1016.479587	1262.335714	1885.527054	844.6219104	1498.76872	657.4506758	2963.096053
SLC2A6		78.37263877	885.7993224	191.3470316	1224.86396	143.4132882	1310.357377	407.9869579	100.6367486	551.3054267	571.1992391
ZNF761		834.0396866	631.9583226	446.4764071	345.2880599	540.0406635	511.3862692	546.2876216	565.1831683	424.5809966	573.5024619
FCN2		0	0.881392361	81.17752857	0	17.92666103	0	2.963585651	10.78250877	3.249344361	1.151611369
C9orf116		191.5775614	38.78126387	70.54713792	140.5382981	27.63693575	165.6130587	46.42950853	71.88339183	288.1085334	224.564217
LCN1		31.92959357	0	0	1.211537052	0.74694421	1.119007154	0.987861884	1.797084796	0	34.54834108
ZNF714		350.2579659	103.1229062	392.3580547	37.55764862	616.9759171	365.9153392	278.5770512	335.1563144	193.8775469	1520.127007
GPSM1		2016.402212	3574.046022	3618.198416	11152.19857	4249.365608	3984.784474	2597.088892	5278.038045	2194.390559	6277.433574
C19orf47		1294.599885	854.9505898	702.5721818	1378.729166	955.341644	857.1594797	718.1755893	822.166294	828.5828122	3105.895863
HIPK4		13.54588818	8.813923606	26.09277704	141.7498351	35.10637785	41.40326468	109.6526691	21.56501755	3.249344361	36.85156382
CFAP157		208.9937034	58.1718958	44.45436088	54.51916735	79.17608621	54.83135053	105.7012215	68.28922224	80.15049425	96.73535502
TOR2A		778.8885705	685.7232566	354.6684879	1249.094701	720.054218	998.154381	764.6050979	655.037408	825.3334678	836.0698541
ST6GALNAC6		3732.859758	5848.038313	1556.86903	9818.296272	1562.607286	9238.52306	6489.264713	4528.653685	3853.722413	4746.942064
SHKBP1		4988.757105	4341.738768	1040.811884	4809.802098	1568.58284	5206.740286	4886.952738	2620.149632	5814.160177	9321.142423
RDH13		780.8236974	356.9639061	606.898666	397.3841532	539.2937193	363.6773249	370.4482063	399.8513671	545.8898527	338.5737426
ZER1		4554.32112	4602.630907	3305.085092	5829.916296	2679.28888	5379.067388	4134.201983	3846.660005	4190.571111	2251.400227
ZDHHC12		1012.07136	919.2922321	71.51353707	3009.458038	103.8252451	3122.029959	2090.315746	503.1837428	3156.19649	398.4575338
PKN3		706.3213124	884.9179301	215.5070104	403.4418384	566.1837108	1236.502905	538.3847265	580.458389	2194.390559	321.299572
SPTBN4		44.50791831	356.0825137	392.3580547	413.1341348	156.858284	665.8092564	283.5163606	459.1551653	66.07000202	1019.176062
BRSK1		55.15111617	3552.892606	958.6679564	1896.055487	1236.939611	2089.186356	3939.593192	398.0542823	437.578374	1028.388953
COX6B2		2.902690325	3.525569443	33.82397024	33.92303747	18.67360524	90.63957944	3.951447534	36.84023831	153.8022998	110.5546914
TMEM190		0	0	6.764794047	7.269222314	7.469442095	1.119007154	5.927171301	3.594169591	8.664918297	25.33545012
NLRP4		0	0.881392361	0.96639915	7.269222314	0	92.87759375	8.890756952	4.492711989	0	12.66772506
PLPP7		686.0024801	453.9170657	829.1704704	75.11529724	572.1592645	99.59163667	256.8440897	1060.280029	41.15836191	485.9799978
TAOK1		5356.431213	10102.51924	3786.351868	2939.188889	3092.349028	5380.186395	8023.414218	4515.175549	4762.455719	2933.154157
MED27		1168.816637	1174.014624	640.7226362	3422.592173	870.1900041	1125.721197	1106.40531	677.500968	1848.876942	2123.571365
DEDD2		1220.0975	1334.428034	748.959341	1877.882431	719.3072738	1244.335955	986.8740216	746.6887326	1736.233004	1175.795208
SIK3		2817.544742	2526.070506	2387.972299	1123.094848	1281.009319	2091.42437	3423.929288	2577.019597	1933.359895	2226.064777
MPZL3		29.99446669	133.9716388	455.1739995	59.36531556	106.813022	127.5668155	97.79832647	345.9388232	308.6877143	246.444833
JAML		280.5933981	1203.981965	292.8189423	1979.651544	39.58804311	939.9660091	1830.50807	340.5475688	1250.997579	133.5869188
NEK8		289.301469	170.990118	202.9438214	282.2881332	74.69442095	442.0078257	211.4024431	511.2706244	164.6334476	176.1965395
TLCD1		193.5126883	85.49505898	57.98394898	816.5759733	91.12719356	234.9915023	246.9654709	377.3878071	327.1006657	109.4030801
PCSK7		1107.860141	1001.261722	907.4488015	295.6150408	429.4929205	1038.438639	1680.353064	661.3272048	811.2529756	971.9599956
SAFB		11440.47013	5467.276813	7104.966548	6985.722644	8192.48409	5610.701868	5079.585805	8051.838427	8565.271737	8694.665838
CD3G		38.70253766	164.8203714	27.05917619	10.90383347	5.975553676	125.3288012	289.4435319	113.2163421	719.1882187	24.18383875
S100A1		42.57279143	460.0868122	273.4909593	213.2305212	102.3313567	147.7089443	2931.97407	239.0122778	146.2204963	218.8061602
CHTOP		7306.071547	4944.611143	4386.48574	3620.072712	5385.467751	4106.756254	4080.857441	4685.898605	5738.342142	5102.789977
ZBTB7B		1892.554092	2778.148721	1395.480372	1685.24804	844.793901	1835.171732	2597.088892	1073.758165	2667.711721	716.3022717
FLAD1		2623.06449	1538.029669	943.20557	1480.498278	1587.256445	1421.139085	1342.5043	1024.338334	1875.954811	2526.635344
SHC1		6869.700435	10910.75603	7693.50363	11455.08283	15349.70351	6856.15683	13015.08032	7467.785869	7685.78253	7172.235608
VPS11		2775.939514	2746.418596	2310.660367	2400.054901	998.6644082	3418.566854	3441.710802	2219.399723	1870.539237	3098.986195
NLRX1		551.5111617	609.9235136	1369.387595	866.2489924	640.8781318	1036.200624	939.4566512	1842.910458	858.9100262	533.196064
ADAR		17702.54073	29055.98056	15885.66922	8358.394124	20177.20393	16390.09778	18970.89961	16197.12526	17513.96611	17238.47059
IL6R		675.3592822	3723.001331	988.6263301	705.1145645	209.8913229	1843.004782	2998.160817	756.572699	624.9572322	115.1611369
UBE2Q1		6789.39267	5306.863403	4021.186862	3681.861102	5789.564568	4228.728034	4819.77813	4791.028065	4819.860803	5369.963815
CHRNB2		5.80538065	5.288354164	34.79036939	10.90383347	257.6957523	21.26113592	7.902895068	50.31837428	7.58180351	82.91601859
CRTC2		4122.787825	3740.629178	2720.413606	2581.785459	3158.827062	3341.355361	3030.760259	2266.123927	4054.098648	4972.657892
ANO10		2562.107993	2994.089849	860.0952432	2203.785898	1575.305338	2758.352634	2157.490354	882.3686347	1352.810369	1586.920467
FDPS		5652.505626	4369.943324	2643.101674	2849.535147	2523.17754	2915.013635	4121.359778	2908.581742	5075.475893	3871.717423
RUSC1		5606.062581	1786.582315	1644.811353	1050.402624	3206.631492	3569.63282	1771.236357	1749.462049	2924.409925	3670.185434
GBAP1		483.7817208	141.9041701	634.9242413	70.26914904	345.835169	377.1054108	172.8758296	488.8070644	263.1968933	232.6254966
FAM189B		2504.054187	2144.427613	996.3575233	1650.113465	1536.464239	1672.915695	1879.901164	1557.173976	3221.183377	3506.656619
PAQR6		102.5617248	159.5320173	800.1784959	319.8457818	122.4988504	559.5035768	325.9944216	388.1703159	719.1882187	96.73535502
PMF1		1325.561915	732.4370517	792.4473027	1119.460236	1027.048288	1108.936089	814.9860539	921.9045002	1579.18136	1388.843311
SLC25A44		2948.165807	1892.349398	2121.246133	1172.767867	1680.624471	1823.98166	2516.084217	1123.177997	2205.221707	1869.065252
LMNA		55362.045	36378.58829	26978.96506	57583.14456	16635.19449	23025.8102	51346.09712	24914.78361	31478.56506	3705.885386
CCR5		149.00477	1535.385492	159.4558597	598.4993039	71.70664412	2028.75997	1888.791921	363.9096711	1783.890054	74.854739
NBEAL2		1090.443999	1439.313725	1228.293319	762.0568059	1172.702409	3733.007865	1826.556623	1342.422342	3079.29534	877.5278634
CCDC12		2090.904597	1774.242822	1184.805357	3133.034817	2599.365849	2443.911624	1970.784458	1920.185104	2523.657454	2545.061126
PTH1R		5.80538065	69.62999649	3327.312272	43.61533388	3562.176935	77.2114936	69.15033185	3397.388806	85.56606818	2033.745678
UBQLN4		5232.583092	1887.061044	1847.755174	1296.344646	3095.336804	2846.754199	2363.953487	2040.589786	3379.318136	4334.665194
MYL3		0	1.762784721	375.9292692	0	619.9636939	3.357021461	4.939309418	325.272348	15.16360702	271.7802831
PPP1R35		200.2856324	515.614531	747.9929418	4361.533388	808.9405789	1013.820481	651.9888431	747.587275	856.7437966	340.8769653
GPATCH4		1480.372066	1714.308141	977.0295403	1434.45987	1327.31986	1164.886447	2506.205599	1286.712714	1920.362518	1660.623594
LRRC71		15.48101507	6.169746524	277.3565559	2.423074105	39.58804311	10.07106438	13.83006637	64.69505265	3.249344361	170.4384826
FCRL3		16.44857851	12.33949305	16.42878554	1.211537052	8.963330515	13.42808584	205.4752718	30.55044153	269.695582	10.36450232
AZGP1		56.11867961	2336.571148	101.4719107	8225.125048	21.66138208	237.2295166	8681.330232	30.55044153	102.8959048	23.03222739
FGFR4		26.12421292	28.20455554	175.8846452	158.7113539	116.5232967	21.26113592	53.34454171	203.0705819	753.8478919	383.486586
CYP3A7		7.740507533	7.051138885	21.26078129	8.480759366	23.90221471	10.07106438	13.83006637	14.37667837	3.249344361	2.303222739
NACC1		5350.625832	5584.501997	2321.290757	3411.688339	1753.07806	4069.829018	5343.344928	2097.197957	9648.386524	3320.095578
HK3		292.2041594	369.3033991	48.31995748	2785.323683	16.43277261	1051.866724	871.2941813	237.215193	1017.044785	55.27734572
LY6K		273.820454	382.5242845	1822.628796	53.3076303	38.09415469	12.30907869	13.83006637	14.37667837	261.0306637	104.7966346
IER2		4541.742795	7728.048218	13676.48077	2599.958514	4763.263224	8524.596496	4415.742619	7669.059366	11333.71313	9443.213228
ZNF394		624.0784198	1068.247541	1031.147893	3490.438248	884.3819441	1210.76574	1150.859094	816.7750397	727.853137	696.7248784
CPSF4		912.4123254	1143.165892	1645.777752	8215.432752	1563.354231	1329.380499	1432.399731	1237.292882	1484.950373	1107.850137
LY6E		475.0736498	21661.09865	8654.104385	41146.22137	13483.83687	11196.78558	7613.451536	19382.45806	12905.31269	7409.46755
VPS28		5846.018314	6181.204625	4181.60912	12637.54299	7751.787007	10452.64582	5149.723999	4361.524799	4257.724228	6540.000966
TONSL		1510.366532	314.6570727	490.930768	622.7300449	2460.434226	512.5052764	462.3193615	863.4992444	1714.570708	2170.787431
PTGER1		62.8916237	29.96734026	36.72316769	12.11537052	6.722497886	6.714042922	17.7815139	19.76793275	22.74541053	21.88061602
PWWP3A		2875.598548	3392.479196	7438.374255	2888.304333	4516.024691	10865.55946	2917.156142	4167.439641	1808.801695	4072.097802
RECQL4		1647.760541	442.458965	508.3259527	1780.959467	3357.514222	919.8238803	611.4865059	1052.193148	1813.134154	3103.59264
LRRC14		1902.229726	2045.711669	2380.241106	2524.843217	4127.613702	2186.539978	1902.621988	1658.709266	924.9800282	2816.841409
ZNF333		2528.243273	1480.739166	2186.961276	345.2880599	813.4222442	1086.555946	913.7722423	1217.524949	594.6300181	1065.240517
COL26A1		1.935126883	10.57670833	4376.821749	29.07688926	15763.5106	7.833050075	15.80579014	5571.861409	22.74541053	2003.803783
PPP1R16A		727.6077081	733.318444	454.2076003	2819.246721	1184.653516	2191.016007	467.2586709	743.9931054	580.5495259	828.0085745
ORAI2		1586.804044	4056.167644	2963.946192	9343.373748	3640.606077	4809.492746	4519.468117	2816.930417	2499.828929	2353.893639
ALKBH4		532.1598929	668.9768017	1217.662929	1881.517042	1652.987536	875.0635941	746.8235839	816.7750397	561.0534597	603.4443575
SH2B2		138.3615721	343.7430206	146.8926707	1200.633219	341.3535038	223.8014307	278.5770512	292.9248217	226.3709905	234.9287193
MRNIP		906.6069448	649.5861698	2389.905097	1150.9602	501.1995646	1329.380499	677.6732521	1346.915054	913.0657656	997.2954458
SQSTM1		28476.35965	27889.89847	11200.56614	45141.87057	6989.156969	15685.12327	12952.84502	10532.71399	26977.14	8745.336738
MGAT4B		5854.726385	8140.539843	3369.833835	10920.79499	3085.62653	6910.988181	7955.251748	4579.870602	11787.53823	8213.292286
RPL8		76367.84732	45960.20464	26396.22637	107756.5285	41819.9124	51379.21346	42282.46434	94215.76459	58214.17046	85191.60265
MAML1		2981.062964	3156.266043	5040.737964	1937.247747	6306.449961	2319.701829	3634.34387	4129.700861	3941.45471	6845.177979
LRWD1		1158.17344	1119.368298	975.096742	3857.533975	1992.847151	1561.014979	1387.945946	1220.220576	955.3072423	1726.265443
FBXL13		36.76741078	36.13708679	36.72316769	149.0190574	37.34721048	21.26113592	22.72082332	66.49213744	31.41032883	14.9709478
NAPEPLD		1099.15207	2543.698353	2644.068073	2483.650957	1660.456978	1519.611715	1950.039358	1346.016512	481.9860803	536.6508981
SCGB3A1		0.967563442	63.46024997	28.99197449	1.211537052	11.95110735	6.714042922	9.878618835	532.8356419	164.6334476	139.3449757
PSMC2		4078.279906	4996.613292	4698.632665	13156.08085	7099.704712	4652.831745	5360.13858	3684.023831	4947.668348	3217.602166
CELF5		44.50791831	6.169746524	233.8685942	12.11537052	362.2679416	0	4.939309418	242.6064474	12.99737745	78.30957311
MFSD12		3736.730011	12759.03581	2026.539017	12590.29305	2063.806851	5860.240464	7255.845535	2205.921587	4949.834577	2822.599466
USP41		6.772944091	2.644177082	10.63039065	2.423074105	47.80442941	0	1.975723767	5.391254387	3.249344361	9.212890954
TUBA3FP		33.86472046	48.47657983	87.94232262	72.69222314	86.64552831	57.06936484	61.24743678	45.82566229	76.90114989	200.3803783
YDJC		733.4130887	255.6037846	37.68956684	597.2877668	685.6947844	657.9762063	503.8095606	413.329503	1547.771031	2372.319421
CCDC116		25.15664948	10.57670833	57.01754983	12.11537052	61.24942518	17.90411446	11.8543426	17.07230556	9.748033084	18.42578191
DVL3		7014.834952	6125.676906	5427.297624	4022.303014	20184.67337	5093.720563	5809.615737	6789.386358	10068.63506	8428.643612
AP2M1		21443.14099	20809.67363	8509.144512	24258.6064	30184.76245	23105.25971	24008.00736	14309.28769	39221.75267	18729.80731
ABCF3		4442.08376	4140.78131	2248.810821	4649.879207	5404.141356	3176.861309	3487.152449	2957.103031	4405.027839	5343.476753
PCYT1A		4259.21427	4757.755963	2627.639288	3683.072639	1669.420308	3530.46757	5961.746467	3586.981252	3398.814202	3174.992545
FBXO27		51.2808624	519.1401004	28.99197449	1385.998388	459.3706889	495.7201691	22.72082332	404.344079	681.2792011	85.21924132
DMKN		1589.706735	25.56037846	2125.11173	90.86527892	725.2828275	1252.169005	2.963585651	2439.54261	574.0508372	155.4675348
U2AF1L4		491.5222283	349.9127672	840.7672602	959.5373454	274.1285249	544.9564838	419.8413005	423.2134694	543.7236231	666.7829828
