ensembl	fca51e84-4783-4e3a-b4a0-85371ce84e43.htseq.counts	cb9beb00-4b21-454f-a865-726bd8120d46.htseq.counts	c1b63308-8e44-46e6-9d83-10e4f69898ff.htseq.counts	6b765cb3-2593-4776-bdfa-a560bc79ff52.htseq.counts	be630f1e-165e-45b7-b4f8-e80ac3ebe323.htseq.counts	d6b51a36-7ce9-4044-809b-e48e9213abd8.htseq.counts	5f86524f-b1b9-4511-9f23-3d5b34bb8cf4.htseq.counts	17fd8633-6271-45f3-9e8a-60d093be9e6b.htseq.counts	23758664-22b8-4bc5-9a03-061619380b20.htseq.counts	44db1348-8a8c-4ef2-99e9-e5a13a9c81ec.htseq.counts
ENSG00000235071	0	2	0	1	2	1	0	1	1	0
ENSG00000235072	12	11	12	9	17	14	9	16	19	14
ENSG00000235076	2	1	4	7	6	4	4	5	6	0
ENSG00000235077	3	6	3	3	1	1	0	2	1	0
ENSG00000235078	64	11	9	11	19	35	33	8	23	2
ENSG00000235079	1	0	1	6	1	1	2	0	1	0
ENSG00000235080	0	0	0	0	0	0	0	0	0	0
ENSG00000235081	0	2	1	3	3	0	0	6	0	5
ENSG00000235082	15	2	4	3	6	25	0	11	22	0
ENSG00000235083	0	0	0	0	0	0	0	0	0	0
ENSG00000235084	26	10	19	29	18	34	43	64	37	19
ENSG00000235085	0	1	1	1	2	2	0	2	0	0
ENSG00000235086	4	1	1	1	6	7	0	0	2	0
ENSG00000235088	0	0	0	0	1	1	1	0	2	0
ENSG00000235089	1	1	0	0	1	7	1	10	0	1
ENSG00000235090	1	0	0	0	0	2	0	0	2	0
ENSG00000235091	7	5	1	1	0	1	1	1	1	3
ENSG00000235092	72	14	18	30	83	55	72	88	94	25
ENSG00000235094	0	0	0	0	0	0	0	0	0	0
ENSG00000235095	0	0	0	0	1	0	0	0	0	0
ENSG00000235096	1	0	0	0	0	0	1	0	0	0
ENSG00000235097	1	0	0	1	1	1	0	0	0	0
ENSG00000235098	734	808	2220	1949	690	1546	910	2402	1748	1587
ENSG00000235099	0	0	0	0	0	0	0	0	0	0
ENSG00000235100	37	10	30	24	12	18	31	6	24	11
ENSG00000235101	0	0	0	0	0	0	0	0	0	0
ENSG00000235102	0	0	0	0	0	0	0	0	0	0
ENSG00000235105	0	1	2	0	1	4	3	1	3	0
ENSG00000235106	2297	1048	1413	1239	1467	2088	2000	1236	1966	605
ENSG00000235108	0	0	0	0	1	0	0	0	0	0
ENSG00000235109	933	425	259	200	300	392	752	202	484	206
ENSG00000235110	1	0	0	0	0	0	0	2	0	1
ENSG00000235111	196	0	3	1	32	52	1	32	2	8
ENSG00000235112	0	0	1	1	1	1	0	1	0	0
ENSG00000235113	0	0	0	0	0	0	0	0	0	0
ENSG00000235115	0	0	0	1	1	0	1	3	3	1
ENSG00000235118	0	0	0	0	0	0	0	0	0	0
ENSG00000235119	1	0	1	1	2	1	0	0	0	0
ENSG00000235120	0	0	0	0	0	0	0	0	1	0
ENSG00000235121	53	2	5	1	2	12	2	1	49	2
ENSG00000235122	0	0	0	0	0	0	0	0	0	0
ENSG00000235123	0	0	0	0	0	0	0	0	0	0
ENSG00000235124	0	0	1	1	0	0	0	0	0	0
ENSG00000235126	3	1	3	4	0	0	1	2	3	0
ENSG00000235127	0	0	0	0	0	0	0	0	0	0
ENSG00000235128	4	0	0	0	1	1	0	0	0	0
ENSG00000235129	0	0	1	0	0	0	0	0	0	4
ENSG00000235131	0	0	0	0	1	0	0	0	0	0
ENSG00000235133	0	0	0	0	0	0	0	0	0	0
ENSG00000235136	0	0	0	0	0	0	0	0	1	0
ENSG00000235137	0	0	0	0	0	2	0	3	1	0
ENSG00000235138	18	5	3	0	6	2	5	2	16	0
ENSG00000235139	5085	0	0	0	1	0	0	0	0	1
ENSG00000235140	0	0	0	0	0	0	0	0	0	0
ENSG00000235141	0	0	0	0	0	0	0	0	0	0
ENSG00000235142	0	8	9	3	2	9	1	25	2	3
ENSG00000235143	0	0	0	5	0	0	0	0	1	1
ENSG00000235145	0	1	1	1	0	0	1	2	2	6
ENSG00000235146	0	0	0	0	0	0	0	0	1	5
ENSG00000235147	0	0	0	0	0	0	0	0	0	0
ENSG00000235148	0	0	0	0	0	0	0	0	0	0
ENSG00000235149	0	0	0	0	0	0	0	0	0	0
ENSG00000235150	0	0	0	0	0	0	0	0	0	0
ENSG00000235151	16	0	0	1	13	1	22	3	7	7
ENSG00000235152	1	0	0	0	0	0	1	0	0	3
ENSG00000235154	0	0	0	0	0	0	0	0	0	0
ENSG00000235156	0	2	0	3	1	3	1	0	3	0
ENSG00000235158	0	0	0	0	0	0	0	2	0	12
ENSG00000235159	47	18	13	13	13	13	25	16	9	21
ENSG00000235160	0	0	0	1	0	0	0	0	0	0
ENSG00000235162	221	880	983	775	1358	475	507	367	276	63
ENSG00000235163	0	0	0	0	0	0	0	0	0	2
ENSG00000235165	0	0	0	0	0	0	0	0	0	0
ENSG00000235166	0	0	0	5	1	0	0	0	0	2
ENSG00000235168	0	0	0	0	0	0	0	0	0	0
ENSG00000235169	38	360	184	41	84	44	92	162	39	3446
ENSG00000235170	0	0	0	0	0	0	0	0	0	0
ENSG00000235172	2	0	0	0	4	0	2	3	1	1
ENSG00000235173	1776	2923	1707	2372	1156	1970	1285	1839	1375	991
ENSG00000235174	338	59	216	181	230	808	93	1187	163	94
ENSG00000235175	5	2	2	17	4	12	11	22	2	3
ENSG00000235180	1	5	5	3	13	2	8	36	0	0
ENSG00000235181	0	0	0	0	0	0	0	0	0	0
ENSG00000235182	0	0	0	0	0	0	0	0	0	0
ENSG00000235183	0	0	0	0	0	1	0	3	4	0
ENSG00000235185	0	1	3	1	0	0	37	1	6	1
ENSG00000235186	0	0	0	0	0	1	0	1	0	0
ENSG00000235189	15	7	2	4	9	23	7	7	4	0
ENSG00000235190	0	0	0	0	0	0	0	0	0	0
ENSG00000235191	1	3	0	0	0	0	3	0	2	0
ENSG00000235192	1	0	10	0	0	4	1	2	4	0
ENSG00000235193	0	0	0	0	0	0	0	0	0	0
ENSG00000235194	1591	830	411	745	585	927	824	886	1172	721
ENSG00000235196	1	0	0	0	0	1	0	0	0	0
ENSG00000235197	0	0	0	1	0	0	1	0	1	0
ENSG00000235198	1	0	0	0	0	0	0	0	1	0
ENSG00000235199	0	0	0	0	0	0	0	0	0	0
ENSG00000235200	0	1	0	0	0	0	0	1	0	0
ENSG00000235201	0	0	0	0	0	0	0	0	0	0
ENSG00000235202	0	0	0	0	0	0	0	0	0	0
ENSG00000235203	0	0	0	0	0	0	0	0	0	0
ENSG00000235204	8	11	3	12	2	15	4	32	6	8
ENSG00000235205	6	0	1	0	0	0	0	2	1	0
ENSG00000235207	0	0	0	1	4	0	0	5	1	0
ENSG00000235208	0	0	0	0	0	0	0	0	0	0
ENSG00000235209	2	5	0	1	3	1	3	3	1	0
ENSG00000235211	0	0	2	0	1	1	0	1	0	1
ENSG00000235213	6	1	4	1	1	4	8	8	9	0
ENSG00000235214	5	2	5	19	1	4	0	4	2	7
ENSG00000235215	0	0	0	0	0	2	0	0	0	0
ENSG00000235217	2635	415	1578	1119	561	2223	1863	1226	1806	968
ENSG00000235218	0	0	0	0	0	0	0	0	0	0
ENSG00000235219	0	0	0	0	0	0	0	0	0	0
ENSG00000235221	0	0	0	0	0	0	1	0	0	0
ENSG00000235224	1	1	1	1	0	0	0	1	0	0
ENSG00000235225	41	8	11	10	10	34	6	68	11	10
ENSG00000235226	0	0	0	0	0	0	0	0	0	1
ENSG00000235227	0	0	0	0	0	0	4	0	0	0
ENSG00000235232	0	0	0	0	0	0	0	0	0	0
ENSG00000235235	0	0	0	0	0	0	0	0	0	0
ENSG00000235236	7	24	7	5	7	2	7	27	6	24
ENSG00000235237	9	2	0	1	2	1	2	0	6	3
ENSG00000235238	15	3	7	3	5	19	1	23	17	5
ENSG00000235239	1	0	0	0	0	0	0	0	0	0
ENSG00000235240	0	0	0	0	0	0	0	0	0	0
ENSG00000235241	3	5	81	29	111	67	43	21	33	0
ENSG00000235242	0	2	0	0	1	0	0	0	0	0
ENSG00000235243	0	0	0	0	0	0	0	0	0	0
ENSG00000235244	15	10	3	2	9	3	3	7	8	2
ENSG00000235245	77	28	10	6	23	61	50	15	148	0
ENSG00000235246	1	0	0	0	0	0	0	1	2	0
ENSG00000235248	0	0	0	0	0	0	0	0	0	1
ENSG00000235251	1	1	1	0	0	1	0	0	1	2
ENSG00000235253	15	2	7	7	6	15	1	34	10	0
ENSG00000235254	1	1	0	1	0	1	1	0	1	0
ENSG00000235256	1	0	0	0	0	0	0	0	0	0
ENSG00000235257	238	97	75	216	153	280	232	185	130	323
ENSG00000235258	1	0	0	0	0	0	2	0	2	1
ENSG00000235262	1	1	1	0	2	2	0	0	3	0
ENSG00000235263	1	0	0	0	6	1	0	6	0	0
ENSG00000235264	3	1	4	1	0	1	0	6	0	0
ENSG00000235266	0	0	0	0	0	0	0	0	1	2
ENSG00000235267	5	4	10	1	5	5	3	5	7	1
ENSG00000235268	2	1	1	13	4	1	0	9	3	2
ENSG00000235269	4	0	0	0	1	0	6	0	0	0
ENSG00000235271	1	3	4	13	2	4	1	2	2	0
ENSG00000235272	1	0	2	0	0	2	0	4	0	0
ENSG00000235274	0	0	0	0	0	0	0	0	2	0
ENSG00000235275	0	0	1	2	0	0	0	0	0	0
ENSG00000235277	0	0	0	1	0	0	0	1	0	0
ENSG00000235278	0	0	0	0	0	0	0	0	0	1
ENSG00000235279	0	0	0	0	0	0	0	0	0	0
ENSG00000235280	6	0	115	16	6	15	0	16	18	2
ENSG00000235281	0	0	0	2	0	0	0	0	0	0
ENSG00000235282	0	0	0	0	0	0	0	0	0	0
ENSG00000235284	0	0	0	0	0	0	0	0	0	0
ENSG00000235285	0	6	0	0	1	3	0	0	0	1
ENSG00000235286	1	0	0	1	2	0	0	2	1	0
ENSG00000235288	1	0	0	0	3	0	0	0	0	0
ENSG00000235289	0	0	0	0	0	0	0	1	0	1
ENSG00000235290	6	1	1	3	3	6	4	0	6	0
ENSG00000235292	0	0	0	0	0	0	0	0	0	0
ENSG00000235293	0	0	0	0	0	0	0	0	0	0
ENSG00000235294	0	0	0	0	0	0	0	1	0	0
ENSG00000235295	0	0	0	0	24	0	0	0	0	0
ENSG00000235296	1	1	1	1	1	5	0	1	2	0
ENSG00000235297	17	21	28	19	13	33	10	78	13	31
ENSG00000235298	54	7	2	0	3	59	19	3	61	1
ENSG00000235299	0	2	0	0	0	0	0	1	1	0
ENSG00000235300	0	0	0	0	2	1	0	0	1	8
ENSG00000235301	1	0	0	0	1	0	1	0	4	0
ENSG00000235303	3	5	2	1	2	0	17	3	13	0
ENSG00000235304	0	0	0	1	0	0	0	0	0	0
ENSG00000235306	0	0	0	0	0	0	1	0	1	0
ENSG00000235308	0	0	1	0	1	11	5	1	11	0
ENSG00000235310	1	0	0	0	0	0	0	0	0	0
ENSG00000235312	0	0	0	0	0	0	0	0	0	0
ENSG00000235313	22	2	3	6	6	21	5	14	37	0
ENSG00000235314	61	880	368	741	186	214	208	259	102	484
ENSG00000235315	0	0	2	3	0	2	0	4	1	2
ENSG00000235316	243	43	40	44	57	123	99	50	289	32
ENSG00000235318	0	0	0	0	0	0	0	0	0	0
ENSG00000235319	9	4	5	5	12	5	3	11	1	1
ENSG00000235321	0	0	0	0	0	0	1	0	0	0
ENSG00000235323	0	0	0	0	0	0	0	0	0	0
ENSG00000235325	0	0	0	1	1	0	0	1	0	0
ENSG00000235328	2	0	0	0	0	2	0	0	3	0
ENSG00000235329	0	0	0	0	0	0	0	0	0	0
ENSG00000235330	14	10	7	12	2	18	4	4	3	0
ENSG00000235332	0	1	2	0	0	2	1	8	0	2
ENSG00000235333	0	0	0	0	0	0	0	0	0	0
ENSG00000235334	0	0	0	0	0	0	0	0	0	0
ENSG00000235335	51	3	29	36	6	1	2	1	3	4
ENSG00000235337	0	0	1	0	0	1	0	0	1	0
ENSG00000235338	0	0	0	2	0	0	0	0	0	0
ENSG00000235339	0	0	0	0	0	0	0	0	0	0
ENSG00000235343	0	0	0	0	1	2	0	0	0	3
ENSG00000235347	0	0	0	0	0	0	0	0	0	0
ENSG00000235349	0	6	13	2	0	3	0	0	0	4
ENSG00000235350	0	0	0	0	0	0	0	0	0	0
ENSG00000235351	40	18	6	2	17	19	13	10	26	2
ENSG00000235352	0	0	0	0	0	0	0	0	0	0
ENSG00000235354	5	1	3	3	0	3	3	14	14	16
ENSG00000235355	0	0	0	0	0	0	0	0	0	0
ENSG00000235356	0	0	0	0	0	0	0	0	0	0
ENSG00000235357	1	0	0	0	0	0	1	0	0	0
ENSG00000235358	2	4	1	2	1	5	1	9	2	10
ENSG00000235361	9	0	0	0	3	2	0	7	0	0
ENSG00000235363	9	2	2	4	7	14	4	19	5	8
ENSG00000235366	0	0	0	2	1	0	0	0	0	2
ENSG00000235368	0	0	0	0	0	0	0	0	0	0
ENSG00000235369	3	1	3	1	1	2	2	4	7	0
ENSG00000235370	27	6	23	1	17	18	22	1	62	0
ENSG00000235371	1	0	0	2	0	0	0	4	1	8
ENSG00000235373	7	0	0	0	1	9	1	0	9	0
ENSG00000235374	192	99	290	298	176	198	473	350	652	204
ENSG00000235376	2	0	0	1	0	2	1	1	1	15
ENSG00000235377	2	0	0	3	1	2	1	0	2	0
ENSG00000235378	0	0	0	0	0	0	0	0	0	0
ENSG00000235379	0	0	0	0	0	1	0	0	0	0
ENSG00000235381	136	220	120	88	84	87	80	54	92	32
ENSG00000235382	0	0	0	0	0	0	0	1	0	4
ENSG00000235385	0	6	2	0	3	0	0	0	2	0
ENSG00000235386	0	0	0	0	0	0	0	0	0	0
ENSG00000235387	18	10	13	26	113	42	18	35	11	42
ENSG00000235389	0	0	0	0	1	1	0	0	0	0
ENSG00000235390	0	0	0	0	1	0	0	0	0	0
ENSG00000235397	6	1	1	0	0	0	0	1	5	1
ENSG00000235399	0	0	0	0	0	0	0	0	0	7
ENSG00000235400	24	9	1	15	13	34	8	62	28	3
ENSG00000235403	0	0	0	0	0	0	0	0	0	0
ENSG00000235407	0	0	0	0	0	0	0	0	0	1
ENSG00000235408	17	1	1	2	1	15	4	2	12	0
ENSG00000235410	1	0	0	0	1	0	0	0	0	0
ENSG00000235411	1	2	0	2	3	7	3	6	1	0
ENSG00000235412	0	0	0	0	0	0	0	0	0	0
ENSG00000235413	2	2	0	0	4	5	3	3	8	0
ENSG00000235414	0	0	2	0	0	0	0	2	0	0
ENSG00000235415	2	0	42	0	0	0	40	84	0	0
ENSG00000235416	0	0	0	0	0	0	0	0	0	0
ENSG00000235419	0	0	0	0	0	1	3	2	0	0
ENSG00000235420	0	1	1	2	1	10	2	5	1	3
ENSG00000235421	0	2	0	0	0	0	0	0	5	0
ENSG00000235422	0	2	0	0	0	0	0	0	0	0
ENSG00000235423	132	89	91	52	95	102	209	74	355	32
ENSG00000235424	0	0	0	2	0	0	0	0	0	0
ENSG00000235425	0	0	0	0	0	0	0	0	0	0
ENSG00000235426	1	0	0	0	0	0	0	0	0	0
ENSG00000235427	0	0	0	0	0	0	0	0	1	0
ENSG00000235429	0	0	0	0	0	0	0	0	0	0
ENSG00000235430	0	0	0	1	0	0	0	0	0	3
ENSG00000235431	0	0	0	0	0	0	0	0	0	0
ENSG00000235432	0	0	0	1	0	0	0	0	1	0
ENSG00000235433	1	0	0	0	0	0	0	0	0	0
ENSG00000235434	0	0	0	0	0	0	0	0	0	0
ENSG00000235435	0	0	0	1	0	0	0	0	0	0
ENSG00000235436	118	60	8	52	20	33	21	21	37	19
ENSG00000235437	4056	1418	1222	1261	2009	2580	2866	1675	2260	964
ENSG00000235438	198	13	3	3	8	6	26	7	15	0
ENSG00000235440	1	1	0	3	1	1	0	0	0	6
ENSG00000235444	0	1	0	0	0	0	0	0	0	0
ENSG00000235445	0	0	0	0	0	0	0	0	0	0
ENSG00000235446	0	0	0	0	0	0	0	0	0	0
ENSG00000235447	0	2	1	0	1	0	6	1	5	0
ENSG00000235448	0	1	0	0	0	4	1	0	0	0
ENSG00000235449	9	5	5	2	5	12	1	17	9	15
ENSG00000235450	44	39	29	21	3	59	45	36	53	0
ENSG00000235451	0	0	0	0	0	0	0	0	0	0
ENSG00000235453	159	172	204	318	242	175	162	385	153	283
ENSG00000235454	0	0	1	1	1	0	3	3	8	0
ENSG00000235455	0	0	0	1	0	0	0	0	0	5
ENSG00000235459	8	3	1	4	12	31	6	10	3	14
ENSG00000235461	1	3	2	2	3	1	0	0	2	1
ENSG00000235462	0	0	0	1	0	0	0	0	0	0
ENSG00000235463	0	0	0	1	0	0	0	0	0	2
ENSG00000235464	0	0	0	0	0	0	0	0	0	0
ENSG00000235467	0	0	0	0	0	0	0	0	0	0
ENSG00000235469	0	0	0	0	0	0	0	0	0	0
ENSG00000235470	0	0	0	0	0	0	0	0	0	0
ENSG00000235472	2	2	2	3	2	7	3	18	2	4
ENSG00000235475	10	17	30	14	647	15	3	11	26	20
ENSG00000235478	6	0	1	2	3	2	0	1	2	1
ENSG00000235479	0	0	0	0	0	0	0	0	0	0
ENSG00000235480	6	7	9	4	3	1	21	18	20	27
ENSG00000235481	26	3	2	1	14	16	3	12	6	0
ENSG00000235482	14	7	3	9	7	3	15	11	10	35
ENSG00000235483	0	0	0	0	0	0	0	0	0	0
ENSG00000235485	1	0	0	2	0	0	1	0	0	1
ENSG00000235486	0	0	0	0	0	0	0	0	0	1
ENSG00000235488	4	5	0	2	4	2	0	4	0	0
ENSG00000235489	7	1	3	3	3	5	3	5	4	0
ENSG00000235491	0	0	0	0	0	0	0	0	0	0
ENSG00000235492	2	0	0	0	0	2	1	7	0	1
ENSG00000235493	0	2	0	0	0	0	0	0	0	0
ENSG00000235494	4	0	0	0	1	0	0	0	3	0
ENSG00000235495	0	0	0	0	0	0	0	0	0	0
ENSG00000235497	11	3	1	2	2	3	1	3	4	0
ENSG00000235499	37	7	8	1	0	11	7	7	25	0
ENSG00000235500	7	0	0	1	1	8	1	2	7	0
ENSG00000235501	148	231	142	147	188	55	225	306	474	95
ENSG00000235503	0	0	0	0	0	0	0	0	0	0
ENSG00000235505	68	46	57	160	316	163	66	46	21	112
ENSG00000235508	74	57	104	48	48	149	21	274	73	51
ENSG00000235510	0	0	0	0	0	0	0	0	0	1
ENSG00000235511	0	0	0	0	0	0	0	0	0	0
ENSG00000235512	0	0	0	0	0	0	0	0	0	0
ENSG00000235513	43	12	19	7	34	34	23	32	56	2
ENSG00000235514	0	0	0	0	0	0	0	0	2	0
ENSG00000235518	0	0	0	1	0	0	0	0	0	0
ENSG00000235519	0	0	1	1	0	0	0	0	0	0
ENSG00000235521	0	0	0	0	0	0	0	0	0	0
ENSG00000235522	1	2	1	2	1	1	3	0	5	3
ENSG00000235523	0	0	0	0	2	0	0	0	0	0
ENSG00000235524	0	0	0	0	0	0	0	0	0	0
ENSG00000235525	1	0	0	0	1	0	0	1	0	0
ENSG00000235526	1	0	0	1	0	1	0	1	0	0
ENSG00000235527	6	6	9	11	4	18	14	18	7	29
ENSG00000235529	0	3	4	6	18	5	2	3	1	8
ENSG00000235530	32	8	11	8	17	18	5	25	27	2
ENSG00000235531	569	63	182	761	849	42	372	54	614	61
ENSG00000235532	0	0	0	1	3	0	0	0	1	1
ENSG00000235533	0	0	0	2	0	3	0	1	0	0
ENSG00000235534	0	0	0	0	0	0	0	0	0	0
ENSG00000235535	0	0	1	3	14	0	0	0	0	7
ENSG00000235537	0	0	0	0	0	0	0	0	0	3
ENSG00000235538	1	0	0	1	0	0	0	0	0	1
ENSG00000235539	0	0	0	0	0	0	0	0	0	0
ENSG00000235544	0	0	0	0	1	1	0	0	0	0
ENSG00000235545	43	8	7	13	12	52	22	6	58	7
ENSG00000235546	1	0	0	1	0	0	0	0	1	1
ENSG00000235547	1	0	0	0	0	0	0	0	0	2
ENSG00000235548	1	0	0	0	0	0	0	0	0	0
ENSG00000235549	0	0	0	1	0	0	0	1	0	0
ENSG00000235550	0	0	0	1	0	0	0	0	0	0
ENSG00000235552	1070	1243	1885	2299	1378	1349	643	1747	410	1146
ENSG00000235554	14	1	10	4	7	9	12	10	19	1
ENSG00000235555	0	0	0	0	0	3	0	0	1	0
ENSG00000235558	0	0	0	0	0	0	1	0	0	0
ENSG00000235559	0	29	60	44	21	0	0	191	1	100
ENSG00000235560	80	22	45	139	55	131	69	108	57	164
ENSG00000235563	0	0	1	0	4	1	2	0	2	0
ENSG00000235564	0	0	0	0	0	0	0	0	0	0
ENSG00000235565	52	20	24	13	62	10	106	152	353	64
ENSG00000235568	1379	265	536	350	1624	281	1333	473	1975	1346
ENSG00000235570	0	0	0	0	0	0	0	0	0	0
ENSG00000235571	0	0	0	0	0	0	0	0	0	0
ENSG00000235572	0	0	0	0	1	0	0	4	0	0
ENSG00000235573	1	0	0	0	0	1	0	1	1	0
ENSG00000235574	1	0	2	1	0	1	1	0	3	0
ENSG00000235575	0	0	0	0	0	0	0	0	0	0
ENSG00000235576	1	0	2	1	8	0	2	7	1	2
ENSG00000235578	0	0	0	0	0	0	0	0	0	0
ENSG00000235579	1	2	3	1	2	3	0	3	1	0
ENSG00000235581	0	0	0	0	1	0	0	4	2	3
ENSG00000235582	4	4	4	7	1	6	1	22	1	5
ENSG00000235583	0	0	0	0	0	0	0	0	0	0
ENSG00000235584	0	0	0	1	0	0	0	0	0	5
ENSG00000235586	1	1	2	3	2	2	1	2	3	1
ENSG00000235587	14	11	15	9	7	26	3	98	12	11
ENSG00000235590	103	45	45	38	11	23	49	20	11	8
ENSG00000235592	0	0	0	0	0	0	0	0	0	0
ENSG00000235593	1	4	0	0	0	0	0	0	3	0
ENSG00000235594	0	0	0	0	0	0	0	0	0	0
ENSG00000235595	0	1	0	1	1	0	0	1	0	0
ENSG00000235597	0	0	2	1	3	0	0	1	0	3
ENSG00000235598	0	0	0	0	0	0	0	0	0	0
ENSG00000235601	40	61	36	14	100	32	114	97	239	87
ENSG00000235602	38	17	4	1	16	20	20	14	65	0
ENSG00000235605	55	16	31	27	27	96	10	214	28	22
ENSG00000235606	0	0	0	0	0	0	0	0	0	0
ENSG00000235608	19	0	3	2	15	0	1	0	9	33
ENSG00000235609	71	135	44	34	74	35	240	22	40	18
ENSG00000235610	0	0	0	0	0	0	0	0	0	0
ENSG00000235612	0	0	0	2	2	0	4	0	0	1
ENSG00000235613	1	0	2	3	0	2	1	1	2	7
ENSG00000235615	0	0	0	1	0	0	0	0	0	0
ENSG00000235616	1	1	3	1	0	2	0	1	0	0
ENSG00000235617	0	0	0	0	0	0	0	0	0	0
ENSG00000235618	20	8	30	19	26	20	22	18	17	17
ENSG00000235619	0	0	2	2	1	0	1	1	0	0
ENSG00000235620	0	0	0	0	0	0	0	0	0	0
ENSG00000235621	45	24	71	6	15	22	16	12	21	11
ENSG00000235623	0	0	0	0	0	0	0	0	0	0
ENSG00000235625	0	0	0	0	0	0	0	0	0	0
ENSG00000235626	0	0	0	0	0	0	0	1	0	0
ENSG00000235627	0	0	0	0	0	0	0	0	0	0
ENSG00000235628	0	0	0	0	0	0	0	0	0	0
ENSG00000235629	0	0	0	1	0	0	0	2	0	0
ENSG00000235631	0	1	0	0	3	0	0	0	0	0
ENSG00000235635	1	1	0	0	0	0	0	0	2	0
ENSG00000235636	120	10	4	7	14	52	66	17	73	4
ENSG00000235637	0	0	0	0	0	0	0	0	0	0
ENSG00000235638	0	0	0	0	0	0	0	0	0	0
ENSG00000235639	0	0	0	0	0	0	0	0	0	0
ENSG00000235640	0	0	0	0	0	0	0	0	0	0
ENSG00000235641	0	0	0	1	11	0	3	1	1	2
ENSG00000235642	0	0	0	0	0	0	0	0	0	0
ENSG00000235643	1	0	1	2	2	6	0	6	0	1
ENSG00000235644	2	1	1	1	1	3	0	9	2	3
ENSG00000235645	1	0	0	0	0	1	0	0	1	0
ENSG00000235646	0	0	0	0	0	1	0	0	0	2
ENSG00000235647	0	0	0	0	0	0	0	0	0	5
ENSG00000235649	8	44	97	3	130	42	10	0	9	0
ENSG00000235651	9	2	0	0	2	3	1	2	7	0
ENSG00000235652	595	182	168	222	133	516	659	193	637	197
ENSG00000235653	1	0	0	0	0	0	0	0	0	0
ENSG00000235655	168	171	136	99	213	301	116	229	133	4
ENSG00000235656	0	0	0	0	0	0	0	0	0	0
ENSG00000235659	1	0	0	0	0	4	0	0	0	0
ENSG00000235660	2	0	0	0	1	1	0	1	1	0
ENSG00000235661	0	0	0	0	1	0	1	0	0	0
ENSG00000235663	1	11	14	0	2	1	0	5	0	0
ENSG00000235665	1	0	2	2	0	1	0	1	6	10
ENSG00000235669	1	1	0	0	0	0	0	0	0	0
ENSG00000235670	0	2	1	1	0	1	1	3	1	7
ENSG00000235672	5	0	1	0	1	5	3	1	2	0
ENSG00000235673	0	2	0	1	0	0	0	0	1	1
ENSG00000235674	0	3	0	0	1	3	1	4	3	0
ENSG00000235677	2	4	3	1	8	2	50	8	7	1
ENSG00000235678	0	0	0	0	0	0	0	0	0	0
ENSG00000235679	0	1	1	0	0	0	0	0	0	0
ENSG00000235681	25	9	3	3	7	29	13	6	17	1
ENSG00000235683	0	0	7	1	0	0	1	2	12	4
ENSG00000235685	1	0	0	0	0	0	0	1	0	0
ENSG00000235686	0	0	1	0	0	1	1	0	2	0
ENSG00000235687	1	0	0	0	0	0	0	0	0	0
ENSG00000235688	175	0	26	3	85	70	0	259	18	50
ENSG00000235689	0	2	0	15	1	0	0	1	2	0
ENSG00000235690	1	0	0	1	1	5	7	0	0	1
ENSG00000235691	0	0	0	0	0	0	0	0	0	0
ENSG00000235695	2	0	0	0	0	0	0	4	4	0
ENSG00000235698	3	1	0	1	0	1	0	6	3	0
ENSG00000235699	0	0	0	0	0	0	0	0	0	0
ENSG00000235700	1	0	0	0	0	2	0	0	2	0
ENSG00000235701	4	0	0	0	0	3	1	0	2	0
ENSG00000235703	279	94	93	79	67	198	115	93	183	31
ENSG00000235705	0	0	0	0	0	1	0	0	0	0
ENSG00000235706	246	133	162	256	343	258	244	215	237	296
ENSG00000235707	0	0	0	1	0	0	0	0	0	0
ENSG00000235710	0	0	0	2	0	0	0	0	0	0
ENSG00000235711	0	0	2	0	0	0	1	0	0	0
ENSG00000235713	0	0	0	0	0	0	0	0	0	0
ENSG00000235716	0	0	0	0	0	0	0	0	0	0
ENSG00000235717	0	0	0	0	0	0	0	0	0	0
ENSG00000235718	0	0	0	0	0	0	0	0	0	0
ENSG00000235719	0	0	0	0	0	0	0	0	0	0
ENSG00000235720	1	0	0	0	0	0	1	0	0	0
ENSG00000235721	3	1	0	0	0	1	0	0	0	0
ENSG00000235724	2	2	1	1	2	1	1	0	10	0
ENSG00000235725	36	36	390	143	41	7	243	259	1110	0
ENSG00000235726	0	0	0	3	3	0	0	2	21	3
ENSG00000235728	0	0	0	0	1	0	1	0	0	1
ENSG00000235729	0	0	0	0	0	0	0	1	0	0
ENSG00000235730	0	0	0	0	0	0	1	0	2	0
ENSG00000235731	0	0	0	0	0	1	0	0	0	0
ENSG00000235733	0	1	0	0	0	3	0	0	1	0
ENSG00000235734	8	2	8	5	10	17	14	19	9	3
ENSG00000235735	0	0	1	0	0	0	0	0	0	0
ENSG00000235736	0	4	2	1	0	0	0	0	1	2
ENSG00000235737	0	1	0	0	0	0	0	0	0	0
ENSG00000235738	0	0	0	0	0	0	0	0	0	4
ENSG00000235740	0	1	0	3	0	2	1	0	3	0
ENSG00000235741	0	0	0	1	0	0	0	0	0	0
ENSG00000235742	0	0	0	0	0	0	0	0	0	0
ENSG00000235743	0	0	2	0	0	0	1	0	1	5
ENSG00000235746	0	0	0	0	0	0	0	0	0	3
ENSG00000235748	1	0	0	0	3	2	1	0	0	0
ENSG00000235749	8	0	0	4	2	0	2	5	31	0
