entrez	cytoband	symbol
17815	283284	11p15.1	IGSF22
17816	84867	11p15.1	PTPN5
17817	259249	c(	MRGPRX1
17819	11	)	NATP
17820	117194	11p15.1	MRGPRX2
17821	54503	11p15.1	ZDHHC13
17822	8048	11p15.1	CSRP3
17823	79733	11p15.1	E2F8
17824	390102	11p15.1	PCNAP4
17825	89797	11p15.1	NAV2
17826	100874305	11p15.1	NAV2-IT1
17827	106479007	11p15.1	RNA5SP335
17828	100874012	11p15.1	NAV2-AS5
17829	399876	11p15.1	NAV2-AS4
17830	100616118	11p15.1	MIR4486
17831	677792	11q21	SNORA1
17832	100616426	11p15.1	MIR4694
17833	100874013	11p15.1	NAV2-AS3
17834	100874014	11p15.1	NAV2-AS2
17835	100874015	11p15.1	NAV2-AS1
17836	120237	11p15.1	DBX1
17837	10553	11p15.1	HTATIP2
17838	10196	11p15.1	PRMT3
17839	9152	11p15.1	SLC6A5
17840	4745	11p15.1	NELL1
17841	100873599	11p15.1	RNA5SP336
17842	100873600	11p15.1	RNA5SP337
17843	203859	11p14.3	ANO5
17844	57084	11p14.3	SLC17A6
17845	102723378	11p14.3	LINC01495
17846	2188	11p14.3	FANCF
17847	2620	11p14.3	GAS2
17848	100873601	11p14.3	RNA5SP338
17849	258010	11p14.3	SVIP
17850	100500938	11p14.3	CCDC179
17851	102465860	11p14.3	MIR8054
17852	106479912	11p14.3	RNU6-783P
17853	338645	11p14.3	LUZP2
17854	554234	11p14.3	RPL36AP40
17855	63982	11p14.3-p14.2	ANO3
17856	143662	11p14.2	MUC15
17857	159963	11p14.2	SLC5A12
17858	387758	11p14.2	FIBIN
17859	8424	11p14.2	BBOX1
17860	103695435	11p14.2-p14.1	BBOX1-AS1
17861	91057	11p14.1	CCDC34
17862	55366	11p14.1	LGR4
17863	55327	11p14.1	LIN7C
17864	497258	11p14.1	BDNF-AS
17865	102465881	11p14.1	MIR8087
17866	100873602	11p14.1	RNA5SP339
17867	101410541	11p14.1	LINC00678
17868	627	11p14.1	BDNF
17869	159770	11p14.1	CBX3P1
17870	3324	11p14.1	HSP90AA2P
17871	81930	11p14.1	KIF18A
17872	693195	11p14.1	MIR610
17873	196074	11p14.1	METTL15
17874	106480883	11p14.1	RN7SKP158
17875	102466876	11p14.1	MIR8068
17876	403238	11p14.1	OR2BH1P
17877	100421354	11p14.1	HNRNPRP2
17878	106479310	11p14.1	RN7SL240P
17879	645846	11p14.1	RPL7AP58
17880	3739	11p14.1	KCNA4
17881	2488	11p14.1	FSHB
17882	120534	11p14.1	ARL14EP
17883	744	11p14.1	MPPED2
17884	341019	11p13	DCDC1
17885	120528	11p13	CYCSP25
17886	120526	11p13	DNAJC24
17887	196294	11p13	IMMP1L
17888	26610	11p13	ELP4
17889	5080	11p13	PAX6
17890	5954	11p13	RCN1
17891	103157000	11p13	PAUPAR
17892	106480446	11p13	EIF4A2P5
17893	106480297	11p13	THEM7P
17894	7490	11p13	WT1
17895	51352	11p13	WT1-AS
17896	10480	11p13	EIF3M
17897	100421415	11p13	HNRNPA3P9
17898	493860	11p13	CCDC73
17899	79056	11p13	PRRG4
17900	79832	11p13	QSER1
17901	91614	11p13	DEPDC7
17902	55346	11p13	TCP11L1
17903	5280	11p13	PIGCP1
17904	283267	11p13	LINC00294
17905	1479	11p13	CSTF3
17906	646077	11p13	RPL29P23
17907	10114	11p13	HIPK3
17908	25758	11p13	KIAA1549L
17909	100131378	11p13	C11orf91
17910	966	11p13	CD59
17911	26273	11p13	FBXO3
17912	4005	11p13	LMO2
17913	4076	11p13	CAPRIN1
17914	55226	11p13	NAT10
17915	25841	11p13	ABTB2
17916	106480783	11p13	CIR1P3
17917	847	11p13	CAT
17918	2001	11p13	ELF5
17919	26298	11p13	EHF
17920	51074	11p13	APIP
17921	8050	11p13	PDHX
17922	100616437	11p13	MIR1343
17923	960	11p13	CD44
17924	6506	11p13	SLC1A2
17925	25891	11p13	PAMR1
17926	24147	11p13	FJX1
17927	54765	11p13	TRIM44
17928	119722	11p13	KRT18P14
17929	143458	11p13	LDLRAD3
17930	100616311	11p13	MIR3973
17931	29099	11p13	COMMD9
17932	79899	11p13-p12	PRR5L
17933	7189	11p12	TRAF6
17934	5896	11p12	RAG1
17935	5897	11p12	RAG2
17936	677814	13q14.13	SNORA31
17937	100271536	11p12	RPL7AP56
17938	100420589	11p12	LRRC6P1
17939	101928536	11p12	LINC01493
17940	106479610	11p12	RNU6-99P
17941	57689	11p12	LRRC4C
17942	106479728	11p12	RNU6-365P
17943	102723644	11p12	LINC01499
17944	399881	11p12	HNRNPKP3
17945	8539	11p12	API5
17946	55761	11p12-p11.2	TTC17
17947	106480921	11p11.2	RN7SKP287
17948	120449	11p11.2	CTBP2P6
17949	51144	11p11.2	HSD17B12
17950	100507261	11p11.2	MIR670HG
17951	100313777	11p11.2	MIR670
17952	406918	11p11.2	MIR129-2
17953	221120	11p11.2	ALKBH3
17954	729799	11p11.2	SEC14L1P1
17955	100507300	11p11.2	ALKBH3-AS1
17956	387763	11p11.2	C11orf96
17957	390110	11p11.2	ACCSL
17958	84680	11p11.2	ACCS
17959	2132	11p11.2	EXT2
17960	60529	11p11.2	ALX4
17961	3732	11p11.2	CD82
17962	100271498	11p11.2	RPL34P22
17963	90139	11p11.2	TSPAN18
17964	9537	11p11.2	TP53I11
17965	56981	11p11.2	PRDM11
17966	57586	11p11.2	SYT13
17967	8534	11p11.2	CHST1
17968	102465691	11p11.2	MIR7154
17969	55343	11p11.2	SLC35C1
17970	1408	11p11.2	CRY2
17971	9479	11p11.2	MAPK8IP1
17972	143678	11p11.2	C11orf94
17973	9409	11p11.2	PEX16
17974	51317	11p11.2	PHF21A
17975	90993	11p11.2	CREB3L1
17976	8525	11p11.2	DGKZ
17977	100616368	11p11.2	MIR4688
17978	4192	11p11.2	MDK
17979	1132	11p11.2	CHRM4
17980	55626	11p11.2	AMBRA1
17981	100422827	11p11.2	MIR3160-1
17982	283254	11p11.2	HARBI1
17983	9776	11p11.2	ATG13
17984	392	11p11.2	ARHGAP1
17985	79797	11p11.2	ZNF408
17986	2147	11p11.2	F2
17987	9793	11p11.2	CKAP5
17988	100847020	11p11.2	MIR5582
17989	692108	11p11.2	SNORD67
17990	692108	11p11.2	SNORD67
17991	100507401	11p11.2	LRP4-AS1
17992	4038	11p11.2	LRP4
17993	79096	11p11.2	C11orf49
17994	84364	11p11.2	ARFGAP2
17995	29763	11p11.2	PACSIN3
17996	102466726	11p11.2	MIR6745
17997	1643	11p11.2	DDB2
17998	53	c(	ACP2
18001	10062	11p11.2	NR1H3
18002	8567	11p11.2	MADD
18003	4607	11p11.2	MYBPC3
18004	6688	11p11.2	SPI1
18005	100616222	11p11.2	MIR4487
18006	91252	11p11.2	SLC39A13
18007	5702	11p11.2	PSMC3
18008	5913	11p11.2	RAPSN
18009	10658	11p11.2	CELF1
18010	106479460	11p11.2	RN7SL652P
18011	4722	11p11.2	NDUFS3
18012	114971	11p11.2	PTPMT1
18013	55709	11p11.2	KBTBD4
18014	100873888	11p11.2	RNU5E-10P
18015	399888	11p11.2	FAM180B
18016	114900	11p11.2	C1QTNF4
18017	23788	11p11.2	MTCH2
18018	79841	11p11.2	AGBL2
18019	23360	11p11.2	FNBP4
18020	23279	11p11.2	NUP160
18021	100873603	11p11.2	RNA5SP340
18022	100132562	11p11.2	YPEL5P2
18023	5795	11p11.2	PTPRJ
18024	104326192	11p11.2	PTPRJ-AS1
18025	100423000	11p11.2	MIR3161
18026	119765	11p11.2	OR4B1
18027	26690	11p11.2	OR4B2P
18028	119764	11p11.2	OR4X2
18029	119764	11p11.2	OR4X2
18030	390113	11p11.2	OR4X1
18031	390113	11p11.2	OR4X1
18032	256148	11p11.2	OR4S1
18033	256144	11p11.2	OR4C3
18034	79550	11p11.2	OR4C4P
18035	79346	11p11.2	OR4C5
18036	119750	11p11.2	OR4C2P
18037	79526	11p11.2	OR4C10P
18038	79530	11p11.2	OR4C9P
18039	79528	11p11.2	OR4R1P
18040	403253	11p11.2	OR4A47
18041	403254	11p11.2	OR4A48P
18042	403252	11p11.2	OR4A46P
18043	390116	11p11.2	OR4A40P
18044	390117	11p11.2	OR4A43P
18045	403251	11p11.2	OR4A45P
18046	403247	11p11.2	OR4A41P
18047	403248	11p11.2	OR4A42P
18048	403250	11p11.2	OR4A44P
18049	100130105	11p11.12	TRIM51CP
18050	120824	11p11.12	TRIM51GP
18051	340970	11p11.12	TRIM53CP
18052	283116	11p11.12	TRIM49B
18053	646754	11p11.12	TRIM64C
18054	646759	11p11.12	UBTFL7
18055	646770	11p11.12	TRIM77BP
18056	100128427	11p11.12	UBTFL9
18057	2346	11p11.12	FOLH1
18058	7300	11p11.12	TYRL
18059	100286965	11p11.12	CBX3P8
18060	283257	11p11.12	TRIM51FP
18061	100419945	11p11.12	TRIM51DP
18062	8596	11p11.12	OR4A1P
18063	403255	11p11.12	OR4A49P
18064	81325	11p11.12	OR4A18P
18065	81324	11p11.12	OR4A19P
18066	81298	11p11.12	OR4R3P
18067	283092	11p11.12	OR4C13
18068	283093	11p11.12	OR4C12
18069	403257	11p11.12	OR4C45
18070	403260	11p11.12	OR4C49P
18071	256190	11q11	OR4C50P
18072	119749	11q11	OR4C46
18073	79294	11q11	OR4C7P
18074	81299	11q11	OR4R2P
18075	390134	11q11	OR4A4P
18076	81320	11q11	OR4A3P
18077	390133	11q11	OR4A2P
18078	81315	11q11	OR4A8
18079	81316	11q11	OR4A7P
18080	81318	11q11	OR4A5
18081	390131	11q11	OR4A6P
18082	79097	11q11	TRIM48
18083	440041	11q11	TRIM51HP
18084	390136	11q11	OR4A11P
18085	81331	11q11	OR4A12P
18086	81327	11q11	OR4A16
18087	81328	11q11	OR4A15
18088	390137	11q11	OR4A9P
18089	403264	11q11	OR4X7P
18090	390138	11q11	OR4A10P
18091	390139	11q11	OR4A17P
18092	81330	11q11	OR4A13P
18093	403256	11q11	OR4A50P
18094	81329	11q11	OR4A14P
18095	81322	11q11	OR4A21P
18096	26242	11q11	OR4C1P
18097	81310	11q11	OR4C14P
18098	81309	11q11	OR4C15
18099	219428	11q11	OR4C16
18100	219428	11q11	OR4C16
18101	219429	11q11	OR4C11
18102	81300	11q11	OR4P4
18103	219431	11q11	OR4S2
18104	219432	11q11	OR4C6
18105	79534	11q11	OR4V1P
18106	79308	11q11	OR4P1P
18107	8595	11q11	OR5D2P
18108	8594	11q11	OR5D3P
18109	81196	11q11	OR5D17P
18110	390142	11q11	OR5D13
18111	390142	11q11	OR5D13
18112	81198	11q11	OR5D15P
18113	219436	11q11	OR5D14
18114	219437	11q12.1	OR5L1
18115	219437	11q12.1	OR5L1
18116	219438	11q12.1	OR5D18
18117	26338	11q12.1	OR5L2
18118	390144	11q12.1	OR5D16
18119	81153	11q12.1	OR9M1P
18120	84767	11q12.1	TRIM51
18121	81182	11q12.1	OR5W1P
18122	390148	11q12.1	OR5W2
18123	10798	11q12.1	OR5I1
18124	282769	11q12.1	OR10AF1P
18125	403224	11q12.1	OR10AK1P
18126	282770	11q12.1	OR10AG1
18127	219445	11q12.1	OR7E5P
18128	338674	11q12.1	OR5F1
18129	81194	11q12.1	OR5F2P
18130	219447	11q12.1	OR5AS1
18131	81221	11q12.1	OR5AQ1P
18132	401687	11q12.1	OR5J1P
18133	81207	11q12.1	OR5BE1P
18134	120586	11q12.1	OR8I2
18135	403303	11q12.1	OR8I4P
18136	390151	11q12.1	OR8H2
18137	504181	11q12.1	OR5BN2P
18138	390152	11q12.1	OR8H3
18139	81204	11q12.1	OR5BN1P
18140	81168	11q12.1	OR8J3
18141	81166	11q12.1	OR8K4P
18142	219453	11q12.1	OR8K5
18143	403276	11q12.1	OR5J7P
18144	282775	11q12.1	OR5J2
18145	282776	11q12.1	OR8V1P
18146	81169	11q12.1	OR8J2
18147	219464	11q12.1	OR5T2
18148	390154	11q12.1	OR5T3
18149	390155	11q12.1	OR5T1
18150	219469	11q12.1	OR8H1
18151	79498	11q12.1	OR8I1P
18152	219473	11q12.1	OR8K3
18153	219473	11q12.1	OR8K3
18154	728097	11q12.1	FAM8A2P
18155	79494	11q12.1	OR8K2P
18156	390157	11q12.1	OR8K1
18157	390158	11q12.1	RPL5P29
18158	219477	11q12.1	OR8J1
18159	219417	11q12.1	OR8U1
18160	81164	11q12.1	OR8L1P
18161	79476	11q12.1	OR5AL2P
18162	79482	11q12.1	OR5AL1
18163	79482	11q12.1	OR5AL1
18164	79518	11q12.1	OR5M4P
18165	390162	11q12.1	OR5M9
18166	219482	11q12.1	OR5M3
18167	79523	11q12.1	OR5M2P
18168	219484	11q12.1	OR5M8
18169	79508	11q12.1	OR5M7P
18170	79512	11q12.1	OR5M6P
18171	390166	11q12.1	OR5M5P
18172	219487	11q12.1	OR5M11
18173	390167	11q12.1	OR5M10
18174	81187	11q12.1	OR5M13P
18175	390168	11q12.1	OR5M1
18176	81226	11q12.1	OR5AM1P
18177	81188	11q12.1	OR5M12P
18178	81223	11q12.1	OR5AP1P
18179	338675	11q12.1	OR5AP2
18180	219493	11q12.1	OR5AR1
18181	219493	11q12.1	OR5AR1
18182	81336	11q12.1	OR2AH1P
18183	390174	11q12.1	OR9G1
18184	81159	11q12.1	OR9G3P
18185	283189	11q12.1	OR9G4
18186	102465135	11q12.1	MIR6128
18187	81160	11q12.1	OR9G2P
18188	8591	11q12.1	OR5G1P
18189	81192	11q12.1	OR5G4P
18190	81191	11q12.1	OR5G5P
18191	81193	11q12.1	OR5G3
18192	81228	11q12.1	OR5AK3P
18193	390181	11q12.1	OR5AK2
18194	81230	11q12.1	OR5AK1P
18195	81202	11q12.1	OR5BQ1P
18196	219525	11q12.1	OR5AK4P
18197	403272	11q12.1	OR5AO1P
18198	81203	11q12.1	OR5BP1P
18199	219527	11q12.1	LRRC55
18200	187	11q12.1	APLNR
18201	85456	11q12.1	TNKS1BP1
18202	6749	11q12.1	SSRP1
18203	5024	11q12.1	P2RX3
18204	10394	11q12.1	PRG3
18205	5553	11q12.1	PRG2
18206	29015	11q12.1	SLC43A3
18207	100873604	11q12.1	RNA5SP341
18208	106481751	11q12.1	RN7SKP259
18209	349667	11q12.1	RTN4RL2
18210	8501	11q12.1	SLC43A1
18211	106481087	11q12.1	RN7SL605P
18212	26519	11q12.1	TIMM10
18213	219537	11q12.1	SMTNL1
18214	9246	11q12.1	UBE2L6
18215	390183	11q12.1	RPS4XP13
18216	710	11q12.1	SERPING1
18217	406919	11q12.1	MIR130A
18218	219539	11q12.1	YPEL4
18219	10978	11q12.1	CLP1
18220	25921	11q12.1	ZDHHC5
18221	219541	11q12.1	MED19
18222	51075	11q12.1	TMX2
18223	100528016	11q12.1	TMX2-CTNND1
18224	643376	11q12.1	BTBD18
18225	1500	11q12.1	CTNND1
18226	81210	11q12.1	OR5BA1P
18227	283193	11q12.1	OR5AZ1P
18228	79483	11q12.1	OR5BD1P
18229	360178	11q12.1	CYCSP26
18230	219956	11q12.1	OR9Q1
18231	106479964	11q12.1	RNU6-899P
18232	219952	11q12.1	OR6Q1
18233	219952	11q12.1	OR6Q1
18234	648315	11q12.1	VN2R9P
18235	79301	11q12.1	OR9L1P
18236	81155	11q12.1	OR9I3P
18237	219954	11q12.1	OR9I1
18238	81156	11q12.1	OR9I2P
18239	81205	11q12.1	OR5BL1P
18240	219957	11q12.1	OR9Q2
18241	219958	11q12.1	OR1S2
18242	219959	11q12.1	OR1S1
18243	219959	11q12.1	OR1S1
18244	219960	11q12.1	OR10Q1
18245	100133309	11q12.1	EIF4A2P3
18246	81341	11q12.1	OR10W1
18247	81345	11q12.1	OR10Q2P
18248	81208	11q12.1	OR5BC1P
18249	81211	11q12.1	OR5B19P
18250	390186	11q12.1	OR5B10P
18251	219965	11q12.1	OR5B17
18252	401692	11q12.1	OR5B1P
18253	81215	11q12.1	OR5B15P
18254	441608	11q12.1	OR5B3
18255	390190	11q12.1	OR5B2
18256	390191	11q12.1	OR5B12
18257	219968	11q12.1	OR5B21
18258	9404	11q12.1	LPXN
18259	80829	11q12.1	ZFP91
18260	386607	11q12.1	ZFP91-CNTF
18261	1270	11q12.1	CNTF
18262	10249	11q12.1	GLYAT
18263	100101405	11q12.1	TMA16P1
18264	219970	11q12.1	GLYATL2
18265	100129933	11q12.1	GLYATL1P2
18266	92292	11q12.1	GLYATL1
18267	100129032	11q12.1	GLYATL1P1
18268	643637	11q12.1	GLYATL1P4
18269	374393	11q12.1	FAM111B
18270	63901	11q12.1	FAM111A
18271	23220	11q12.1	DTX4
18272	219972	11q12.1	MPEG1
18273	106479240	11q12.1	RN7SL42P
18274	105369316	11q12.1	SLC25A47P1
18275	106479381	11q12.1	RN7SL435P
18276	81224	11q12.1	OR5AN2P
18277	81201	11q12.1	OR5BR1P
18278	390195	11q12.1	OR5AN1
18279	81209	11q12.1	OR5BB1P
18280	219981	11q12.1	OR5A2
18281	219982	11q12.1	OR5A1
18282	219983	11q12.1	OR4D6
18283	390197	11q12.1	OR4D10
18284	401696	11q12.1	OR4D8P
18285	219986	11q12.1	OR4D11
18286	390199	11q12.1	OR4D9
18287	81304	11q12.1	OR4D7P
18288	5007	11q12.1	OSBP
18289	100422880	11q12.1	MIR3162
18290	219988	11q12.1	PATL1
18291	106480892	11q12.1	RN7SKP192
18292	390201	11q12.1	OR10V1
18293	6809	11q12.1	STX3
18294	81340	11q12.1	OR10Y1P
18295	81342	11q12.1	OR10V3P
18296	81343	11q12.1	OR10V2P
18297	728641	11q12.1	FABP5P7
18298	54948	11q12.1	MRPL16
18299	6947	11q12.1	TCN1
18300	390203	11q12.1	SRD5A3P1
18301	255649	11q12.1	OOSP1
18302	219990	11q12.1	OOSP2
18303	932	11q12.1	MS4A3
18304	2206	11q12.1	MS4A2
18305	64231	11q12.2	MS4A6A
18306	643680	11q12.2	MS4A4E
18307	102465250	11q12.2	MIR6503
18308	51338	11q12.2	MS4A4A
18309	245802	11q12.2	MS4A6E
18310	58475	11q12.2	MS4A7
18311	84689	11q12.2	MS4A14
18312	64232	11q12.2	MS4A5
18313	931	11q12.2	MS4A1
18314	54860	11q12.2	MS4A12
18315	503497	11q12.2	MS4A13
18316	283197	11q12.2	LINC00301
18317	83661	11q12.2	MS4A8
18318	728588	11q12.2	MS4A18
18319	219995	11q12.2	MS4A15
18320	341116	11q12.2	MS4A10
18321	79080	11q12.2	CCDC86
18322	11251	11q12.2	PTGDR2
18323	22917	11q12.2	ZP1
18324	27339	11q12.2	PRPF19
18325	79073	11q12.2	TMEM109
18326	54972	11q12.2	TMEM132A
18327	51296	11q12.2	SLC15A3
18328	923	11q12.2	CD6
18329	106479979	11q12.2	RNU6-933P
18330	921	11q12.2	CD5
18331	55048	11q12.2	VPS37C
18332	643834	11q12.2	PGA3
18333	643847	11q12.2	PGA4
18334	5222	11q12.2	PGA5
18335	220001	11q12.2	VWCE
18336	1642	11q12.2	DDB1
18337	220002	11q12.2	CYB561A3
18338	51524	11q12.2	TMEM138
18339	51259	11q12.2	TMEM216
18340	79869	11q12.2	CPSF7
18341	54949	11q12.2	SDHAF2
18342	106480482	11q12.2	RN7SL23P
18343	220004	11q12.2	PPP1R32
18344	100616470	11q12.2	MIR4488
18345	390205	11q12.2	LRRC10B
18346	9066	11q12.2	SYT7
18347	113157	11q12.2	RPLP0P2
18348	747	11q12.2	DAGLA
18349	745	11q12.2	MYRF
18350	746	11q12.2	TMEM258
18351	693196	11q12.2	MIR611
18352	2237	11q12.2	FEN1
18353	9415	11q12.2	FADS2
18354	3992	11q12.2	FADS1
18355	100302263	11q12.2	MIR1908
18356	3995	11q12.2	FADS3
18357	102465446	11q12.2	MIR6746
18358	5866	11q12.2-q12.3	RAB3IL1
18359	106481573	11q12.3	RNU6-1243P
18360	7439	11q12.3	BEST1
18361	2495	11q12.3	FTH1
18362	3619	11q12.3	INCENP
18363	283236	11q12.3	EEF1DP8
18364	10648	11q12.3	SCGB1D1
18365	4246	11q12.3	SCGB2A1
18366	10647	11q12.3	SCGB1D2
18367	4250	11q12.3	SCGB2A2
18368	404552	11q12.3	SCGB1D4
18369	100129067	11q12.3	NPM1P35
18370	80150	11q12.3	ASRGL1
18371	100421131	11q12.3	RCC2P6
18372	7356	11q12.3	SCGB1A1
18373	79026	11q12.3	AHNAK
18374	1937	11q12.3	EEF1G
18375	102465447	11q12.3	MIR6747
18376	64852	11q12.3	TUT1
18377	9219	11q12.3	MTA2
18378	256364	11q12.3	EML3
18379	6094	11q12.3	ROM1
18380	26229	11q12.3	B3GAT3
18381	23193	11q12.3	GANAB
18382	80789	11q12.3	INTS5
18383	102288414	11q12.3	C11orf98
18384	79081	11q12.3	LBHD1
18385	692158	11q12.3	SNORA57
18386	790955	11q12.3	UQCC3
18387	51035	11q12.3	UBXN1
18388	221091	11q12.3	LRRN4CL
18389	26580	11q12.3	BSCL2
18390	100534595	11q12.3	HNRNPUL2-BSCL2
18391	2785	11q12.3	GNG3
18392	221092	11q12.3	HNRNPUL2
18393	283237	11q12.3	TTC9C
18394	79842	11q12.3	ZBTB3
18395	5436	11q12.3	POLR2G
18396	10629	11q12.3	TAF6L
18397	79064	11q12.3	TMEM223
18398	374395	11q12.3	TMEM179B
18399	102465448	11q12.3	MIR6748
18400	10482	11q12.3	NXF1
18401	102465257	11q12.3	MIR6514
18402	6811	11q12.3	STX5
18403	106479618	11q12.3	RNU6-118P
18404	54663	11q12.3	WDR74
18405	26855	11q12.3	RNU2-2P
18406	23642	11q12.3	SNHG1
18407	9304	11q12.3	SNORD22
18408	9299	11q12.3	SNORD30
18409	9304	11q12.3	SNORD22
18410	9300	11q12.3	SNORD28
18411	9301	11q12.3	SNORD27
18412	9302	11q12.3	SNORD26
18413	9303	11q12.3	SNORD25
18414	6520	11q12.3	SLC3A2
18415	1128	11q12.3	CHRM1
18416	106480992	11q12.3	RN7SL259P
18417	9356	11q12.3	SLC22A6
18418	9376	11q12.3	SLC22A8
18419	283238	11q12.3	SLC22A24
18420	100271472	11q12.3	RPL29P22
18421	387775	11q12.3	SLC22A10
18422	387601	11q12.3	SLC22A25
18423	895	11q12.3	CCND2P1
18424	114571	11q12.3	SLC22A9
18425	85329	11q12.3	LGALS12
18426	25923	11q13.1	ATL3
18427	729101	11q13.1	IMMP1LP1
18428	10313	11q13.1	RTN3
18429	65998	11q13.1	C11orf95
18430	106481085	11q13.1	RN7SL596P
18431	2011	11q13.1	MARK2
18432	106480136	11q13.1	RNU6-1306P
18433	283248	11q13.1	RCOR2
18434	79829	11q13.1	NAA40
18435	100873759	11q13.1	RNU6-45P
18436	1351	11q13.1	COX8A
18437	55611	11q13.1	OTUB1
18438	28992	11q13.1	MACROD1
18439	23769	11q13.1	FLRT1
18440	10963	11q13.1	STIP1
18441	83706	11q13.1	FERMT3
18442	83707	11q13.1	TRPT1
18443	84304	11q13.1	NUDT22
18444	3338	11q13.1	DNAJC4
18445	7423	11q13.1	VEGFB
18446	2286	11q13.1	FKBP2
18447	26472	11q13.1	PPP1R14B
18448	5331	11q13.1	PLCB3
18449	572	11q13.1	BAD
18450	56834	11q13.1	GPR137
18451	50801	11q13.1	KCNK4
18452	2101	11q13.1	ESRRA
18453	51504	11q13.1	TRMT112
18454	25824	11q13.1	PRDX5
18455	283234	11q13.1	CCDC88B
18456	102466815	11q13.1	MIR7155
18457	8986	11q13.1	RPS6KA4
18458	100302280	11q13.1	MIR1237
18459	55867	11q13.1	SLC22A11
18460	116085	11q13.1	SLC22A12
18461	9379	11q13.1	NRXN2
18462	10235	11q13.1	RASGRP2
18463	5837	11q13.1	PYGM
18464	7536	11q13.1	SF1
18465	5871	11q13.1	MAP4K2
18466	4221	11q13.1	MEN1
18467	55561	11q13.1	CDC42BPG
18468	10938	11q13.1	EHD1
18469	406967	11q13.1	MIR192
18470	406970	11q13.1	MIR194-2
18471	23130	11q13.1	ATG2A
18472	102466192	11q13.1	MIR6750
18473	102466727	11q13.1	MIR6749
18474	5526	11q13.1	PPP2R5B
18475	170589	11q13.1	GPHA2
18476	116071	11q13.1	BATF2
18477	402	11q13.1	ARL2
18478	100528018	11q13.1	ARL2-SNX15
18479	102466756	11q13.1	MIR6879
18480	29907	11q13.1	SNX15
18481	29901	11q13.1	SAC3D1
18482	10004	11q13.1	NAALADL1
18483	113130	11q13.1	CDCA5
18484	7542	11q13.1	ZFPL1
18485	100130348	11q13.1	TMEM262
18486	738	11q13.1	VPS51
18487	7108	11q13.1	TM7SF2
18488	741	11q13.1	ZNHIT2
18489	2197	11q13.1	FAU
18490	84447	11q13.1	SYVN1
18491	740	11q13.1	MRPL49
18492	102465449	11q13.1	MIR6751
18493	100287960	11q13.1	HIGD1AP10
18494	106481641	11q13.1	RNU2-23P
18495	106480295	11q13.1	PDCL2P2
18496	387778	11q13.1	SPDYC
18497	440043	11q13.1	PGAM1P8
18498	823	11q13.1	CAPN1
18499	23649	11q13.1	POLA2
18500	10435	11q13.1	CDC42EP2
18501	5977	11q13.1	DPF2
18502	220359	11q13.1	TIGD3
18503	283130	11q13.1	SLC25A45
18504	83786	11q13.1	FRMD8
18505	283131	11q13.1	NEAT1
18506	693197	11q13.1	MIR612
18507	378938	11q13.1	MALAT1
18508	378938	11q13.1	MALAT1
18509	378938	11q13.1	MALAT1
18510	106481686	11q13.1	SNRPGP19
18511	57410	11q13.1	SCYL1
18512	4054	11q13.1	LTBP3
18513	23625	11q13.1	FAM89B
18514	254102	11q13.1	EHBP1L1
18515	6494	11q13.1	SIPA1
18516	10089	11q13.1	KCNK7
18517	4296	11q13.1	MAP3K11
18518	100616292	11q13.1	MIR4690
18519	100616284	11q13.1	MIR4489
18520	5970	11q13.1	RELA
18521	106481007	11q13.1	RN7SL309P
18522	10524	11q13.1	KAT5
18523	84153	11q13.1	RNASEH2C
18524	390211	11q13.1	KRT8P26
18525	91056	11q13.1	AP5B1
18526	5017	11q13.1	OVOL1
18527	101927828	11q13.1	OVOL1-AS1
18528	1072	11q13.1	CFL1
18529	254122	11q13.1	SNX32
18530	80198	11q13.1	MUS81
18531	30008	11q13.1	EFEMP2
18532	1521	11q13.1	CTSW
18533	9158	11q13.1	FIBP
18534	11007	11q13.1	CCDC85B
18535	8061	11q13.1	FOSL1
18536	83638	11q13.1	C11orf68
18537	10589	11q13.1	DRAP1
18538	254187	11q13.1	TSGA10IP
18539	9092	11q13.1	SART1
18540	84285	11q13.1	EIF1AD
18541	8815	11q13.1	BANF1
18542	1474	11q13.1	CST6
18543	117144	11q13.1	CATSPER1
18544	89792	11q13.1	GAL3ST3
18545	10992	11q13.1	SF3B2
18546	55690	11q13.1-q13.2	PACS1
18547	64837	11q13.2	KLC2
18548	81876	11q13.2	RAB1B
18549	254263	11q13.2	CNIH2
18550	10897	11q13.2	YIF1A
18551	256472	11q13.2	TMEM151A
18552	57124	11q13.2	CD248
18553	9610	11q13.2	RIN1
18554	25855	11q13.2	BRMS1
18555	11041	11q13.2	B4GAT1
18556	3177	11q13.2	SLC29A2
18557	106481721	11q13.2	BRD9P1
18558	106481618	11q13.2	RNU1-84P
18559	266743	11q13.2	NPAS4
18560	65003	11q13.2	MRPL11
18561	246330	11q13.2	PELI3
18562	10072	11q13.2	DPP3
18563	582	11q13.2	BBS1
18564	254359	11q13.2	ZDHHC24
18565	89	11q13.2	ACTN3
18566	8722	11q13.2	CTSF
18567	55231	11q13.2	CCDC87
18568	9973	11q13.2	CCS
18569	106479575	11q13.2	RNU4-39P
18570	10432	11q13.2	RBM14
18571	100526737	11q13.2	RBM14-RBM4
18572	5936	11q13.2	RBM4
18573	83759	11q13.2	RBM4B
18574	6712	11q13.2	SPTBN2
18575	106480926	11q13.2	RN7SL12P
18576	79703	11q13.2	C11orf80
18577	100462788	11q13.2	FTLP6
18578	9986	11q13.2	RCE1
